Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-07-29 21:47:19+00:00,2541,SK,,Cash,795.0,5.0,39.75,,,5,Dine in,Chilly Crispy Patato,
Detail,2023-07-15 23:46:06+00:00,1784,TD,,Cash,2120.0,5.0,106.0,,,4,Dine in,"Burnt Garlic Soup (VEG),Chilly Basil Mushroom,DIET COKE,FUTCHI RICE (VEG)",
Detail,2023-09-09 15:23:38+00:00,5189,TD,,Cash,1560.0,5.0,78.0,,,6,Dine in,"AMERICAN CHOPSUEY (CHICKEN),Chicken Kebabs (Murg Nawabi Sheekh)",
Detail,2023-08-01 23:42:41+00:00,2758,SK,,Cash,3450.0,5.0,172.5,,,G 3,Garden Table,"BURNT GARLIC NOODLES (VEG),FRIED RICE (VEG),HOT FUDGE NUT SUNDAE,Sweet Corn Soup (VEG),Veg Barbeque Sauce",
Detail,2023-07-29 23:56:46+00:00,2574,TD,,Cash,1105.0,5.0,55.25,,,5,Dine in,"PUDINA PARATHA,ROASTED MASALA PAPAD,Roti,Subzi Lahori",
Detail,2023-08-25 20:05:40+00:00,4304,SK,,Cash,795.0,5.0,39.75,,,5,Dine in,Chilly Crispy Patato,
Detail,2023-08-06 23:38:42+00:00,3139,SM,,Cash,990.0,5.0,49.5,,,7,Dine in,"Dingri Lasooni,Sol Kadi",
Detail,2023-10-02 14:14:33+00:00,6502,MK,,Cash,1920.0,5.0,96.0,,,6,Dine in,"BROWNIE SUNDAE,Butter Kulcha,FRESH LIME SODA,Paneer Lawabdar,Papad Masala,Peach Iced Tea",
Detail,2023-09-11 22:21:01+00:00,5395,TB,,Cash,1965.0,5.0,98.25,,,21,Dine in,"Basmati Rice,Butter Kulcha,Dal Tadka,Paneer Kofta Hara Masala",
Detail,2023-09-04 22:45:01+00:00,4967,TD,,Cash,1245.0,5.0,62.25,,,3,Dine in,"Neer Dosa(4pc),Phalguni Sabzi",
Detail,2023-08-02 22:12:52+00:00,2797,MK,,Cash,3010.0,5.0,150.5,,,5,Dine in,"FRIED RICE (VEG),Paneer Ke Shikanje,Rawas (Tandoor)",
Detail,2023-09-02 00:31:21+00:00,4779,Multiple,,Cash,1560.0,5.0,78.0,,,1,Dine in,"Chicken Clay Pot,FRIED RICE (VEG)",
Detail,2023-07-22 13:57:55+00:00,2145,TD,,Cash,1275.0,5.0,63.75,,,22,Dine in,"CREAM CARAMEL,Kung Pao Patato,Lemon Ice Tea",
Detail,2023-08-24 21:37:12+00:00,4256,MK,,Cash,2975.0,5.0,148.75,,,6,Dine in,"BROWNIE SUNDAE,HAKKA NOODLES (VEG),Healthy Wealthy Salad,KULFI RABDI FALOODA,VEG MANCHURIAN DRY",
Detail,2023-11-18 22:46:37+00:00,9562,UP,,Cash,2425.0,5.0,121.25,,,3,Dine in,"FRIED RICE (VEG),PANEER CHILLY DRY,ROASTED PAPAD",
Detail,2023-07-16 00:07:52+00:00,1789,SK,,Cash,1530.0,5.0,76.5,,,16,Dine in,"BURNT GARLIC RICE (CHICKEN),FUTCHI RICE (CHICKEN)",
Detail,2023-07-03 23:23:10+00:00,1121,TD,,Cash,765.0,5.0,38.25,,,5,Dine in,FUTCHI RICE (VEG),
Detail,2023-07-11 22:25:12+00:00,1525,TD,,Cash,2690.0,5.0,134.5,,,4,Dine in,"FRESH LIME SODA,GULAB JAMUN,HAKKA NOODLES (VEG),Lemon Coriander (VEG),Virgin Mojito,WONTON (VEG)",
Detail,2023-07-13 14:49:22+00:00,1601,MK,,Cash,1130.0,5.0,56.5,,,4,Dine in,"HOT POT RICE (VEG),Lemon Coriander (VEG)",
Detail,2023-07-14 22:03:11+00:00,1674,Multiple,,Cash,1425.0,5.0,71.25,,,1,Dine in,"FUTCHI NOODLES (VEG),Lemon Coriander (VEG),MALAI KULFI",
Detail,2023-07-02 15:21:30+00:00,1016,SM,,Cash,1685.0,5.0,84.25,,,22,Dine in,"Dim Sum (VEG),FUTCHI RICE (VEG),Ginger Ale",
Detail,2023-07-13 23:29:30+00:00,1636,Multiple,,Cash,765.0,5.0,38.25,,,5,Dine in,FUTCHI NOODLES (VEG),
Detail,2023-07-05 15:59:17+00:00,1172,SK,,Cash,1310.0,5.0,65.5,,,2,Dine in,"Basmati Rice,Murgh -ka-salan,Papad Fried",
Detail,2023-09-09 00:16:16+00:00,5170,UP,,Cash,1490.0,5.0,74.5,,,3,Dine in,"DAL KHICHDI,Papad Fried,ROASTED PAPAD",
Detail,2023-09-30 21:44:09+00:00,6355,SK,,Cash,1350.0,5.0,67.5,,,B 2,Dine in,Prawns (100 GMS),
Detail,2023-10-03 21:12:21+00:00,6574,SM,,Cash,1350.0,5.0,67.5,,,6,Dine in,Prawns (100 GMS),
Detail,2023-09-11 14:05:24+00:00,5371,TD,,Cash,2115.0,5.0,105.75,,,7,Dine in,"HOT POT RICE (CHICKEN),Prawns (100 GMS)",
Detail,2023-08-23 22:57:03+00:00,1114,Multiple,,Cash,7875.0,5.0,393.75,,,G 2,Garden Table,BLACK & WHITE,
Detail,2023-07-22 22:04:07+00:00,586,TB,,Cash,1290.0,5.0,64.5,,,21,Dine in,BLACK LABEL,
Detail,2023-09-11 23:13:07+00:00,1446,SM,,Cash,2220.0,5.0,111.0,,,12,Dine in,"BLACK LABEL,KINGFISHER ULTRA",
Detail,2023-07-07 22:54:10+00:00,337,Multiple,,Cash,645.0,5.0,32.25,,,1,Dine in,BLACK LABEL,
Detail,2023-07-23 22:08:53+00:00,609,UU,,Cash,1290.0,5.0,64.5,,,21,Dine in,CHIVAS REGAL,
Detail,2023-07-24 23:49:15+00:00,629,Multiple,,Cash,645.0,5.0,32.25,,,4,Dine in,BLACK LABEL,
Detail,2023-07-28 22:29:56+00:00,669,TB,,Cash,1050.0,5.0,52.5,,,5,Dine in,Sangria (INDIAN),
Detail,2023-08-03 23:05:34+00:00,774,MK,,Cash,1250.0,5.0,62.5,,,G 4,Garden Table,"Sangria (INDIAN),Sex On The Beach (ABSOLUT)",
Detail,2023-10-01 23:57:31+00:00,1754,Multiple,,Cash,2270.0,5.0,113.5,,,30,Dine in,"BACARDI WHITE,BLACK & WHITE,Whisky Sour (REGULAR)",
Detail,2023-07-09 21:16:30+00:00,1423,Multiple,,Cash,1090.0,5.0,54.5,,,5,Dine in,"Butter Paratha,Dal Tadka,MALAI KULFI",
Detail,2023-07-13 22:10:36+00:00,434,SK,,Cash,1050.0,5.0,52.5,,,1,Dine in,Sangria (INDIAN),
Detail,2023-09-25 21:24:11+00:00,1653,SM,,Cash,525.0,5.0,26.25,,,16,Dine in,Whisky Sour (REGULAR),
Detail,2023-08-23 15:19:34+00:00,1108,TD,,Cash,525.0,5.0,26.25,,,5,Dine in,Sangria (INDIAN),
Detail,2023-07-26 14:19:22+00:00,642,TD,,Cash,960.0,5.0,48.0,,,22,Dine in,"JAMESON,Sangria (INDIAN)",
Detail,2023-08-07 21:58:49+00:00,868,TD,,Cash,1890.0,5.0,94.5,,,16,Dine in,"ANTIQUITY BLUE,Mojito,Pina Colada,Sunrise Tequila (REGULAR)",
Detail,2023-07-21 22:49:22+00:00,2124,TB,,Cash,3435.0,5.0,171.75,,,6,Dine in,"Brown Rice,MALWANI BOMBIL FRY,PLAIN GASSI,Seafood Combo Soup,Surmai (Tawa Fry)",
Detail,2023-08-06 23:35:48+00:00,861,SM,,Cash,1425.0,5.0,71.25,,,9,Dine in,"KINGFISHER ULTRA,Pina Colada",
Detail,2023-07-29 21:47:20+00:00,684,SK,,Cash,1485.0,5.0,74.25,,,5,Dine in,Mojito,
Detail,2023-10-27 21:13:37+00:00,2189,UP,,Cash,1685.0,5.0,84.25,,,3,Dine in,"HOEGAARDEN,Mojito",
Detail,2023-07-06 22:37:22+00:00,318,SM,,Cash,870.0,5.0,43.5,,,12,Dine in,"Planters Punch,TEACHER'S 50",
Detail,2023-09-09 15:43:32+00:00,1390,MK,,Cash,1220.0,5.0,61.0,,,20,Dine in,"Cosmopolitan (ABSOLUT),Frozen Jungle Daiquiri",
Detail,2023-09-01 14:12:31+00:00,1263,MK,,Cash,495.0,5.0,24.75,,,5,Dine in,Gimlet (REGULAR),
Detail,2023-08-20 23:41:03+00:00,4077,TD,,Cash,495.0,5.0,24.75,,,5,Dine in,Spicy Crab Soup,
Detail,2023-08-08 15:21:03+00:00,877,SM,,Cash,495.0,5.0,24.75,,,12,Dine in,Planters Punch,
Detail,2023-08-09 23:36:27+00:00,901,MK,,Cash,495.0,5.0,24.75,,,5,Dine in,Frozen Jungle Daiquiri,
Detail,2023-07-16 12:58:15+00:00,1804,TD,,Cash,495.0,5.0,24.75,,,22,Dine in,Tomato Rice,
Detail,2023-08-20 14:56:05+00:00,3998,TD,,Cash,3700.0,5.0,185.0,,,2,Dine in,"Blue Sea,Chicken Hunan,Chicken Pepper Chilly Garlic,FRESH LIME SODA,HAKKA NOODLES (VEG),Subzi Kurkure Kebab",
Detail,2023-08-03 23:49:56+00:00,2858,SM,,Cash,2185.0,5.0,109.25,,,12,Dine in,"Cheeese Naan,FUTCHI RICE (CHICKEN),Manchow Soup (CHICKEN),Stir Fried Chicken Chilly & Basil",
Detail,2023-09-28 00:25:23+00:00,6235,SK,,Cash,750.0,5.0,37.5,,,G 2,Garden Table,"FRESH LIME WATER,Tonic Water",
Detail,2023-08-20 22:50:23+00:00,4063,SK,,Cash,950.0,5.0,47.5,,,7,Dine in,"BURNT GARLIC RICE (VEG),SEVEN UP",
Detail,2023-08-03 00:23:58+00:00,2819,TD,,Cash,2125.0,5.0,106.25,,,G 1,Garden Table,"FRESH LIME SODA,Ginger Ale,Juices Natural,PEPSI,Tonic Water",
Detail,2023-09-30 22:50:42+00:00,6378,SK,,Cash,950.0,5.0,47.5,,,21,Dine in,"PAN FRIED NOODLES (VEG),THUMPS UP",
Detail,2023-08-07 23:09:03+00:00,3183,SM,,Cash,185.0,5.0,9.25,,,G 2,Garden Table,THUMPS UP,
Detail,2023-11-20 23:31:47+00:00,9680,TD,,Cash,26.0,5.0,1.3,,,G 5,Garden Table,Bottled Water,
Detail,2023-07-20 22:23:44+00:00,2072,SM,,Cash,970.0,5.0,48.5,,,21,Dine in,"Basmati Rice,Dal Tadka,ROASTED PAPAD",
Detail,2023-09-09 00:02:40+00:00,1381,MK,,Cash,2480.0,5.0,124.0,,,6,Dine in,"BUDWEISER,Long Island Ice Tea",
Detail,2023-08-04 22:04:36+00:00,788,MK,,Cash,775.0,5.0,38.75,,,16,Dine in,Long Island Ice Tea,
Detail,2023-08-05 19:43:13+00:00,808,Multiple,,Cash,775.0,5.0,38.75,,,B 1,Dine in,Long Island Ice Tea,
Detail,2023-07-21 22:58:21+00:00,570,UP,,Cash,775.0,5.0,38.75,,,22,Dine in,Long Island Ice Tea,
Detail,2023-09-01 19:33:10+00:00,1267,MK,,Cash,775.0,5.0,38.75,,,21,Dine in,Long Island Ice Tea,
Detail,2023-07-06 20:11:37+00:00,314,SM,,Cash,775.0,5.0,38.75,,,16,Dine in,Long Island Ice Tea,
Detail,2023-07-16 22:12:28+00:00,499,UU,,Cash,2310.0,5.0,115.5,,,22,Dine in,"CORONA,KINGFISHER STRONG,Long Island Ice Tea",
Detail,2023-07-19 21:36:38+00:00,543,SK,,Cash,930.0,5.0,46.5,,,20,Dine in,BUDWEISER,
Detail,2023-10-21 15:55:34+00:00,2073,TB,,Cash,330.0,5.0,16.5,,,4,Dine in,KINGFISHER,
Detail,2023-08-08 21:13:02+00:00,879,Multiple,,Cash,625.0,5.0,31.25,,,2,Dine in,Cosmopolitan (REGULAR),
Detail,2023-08-16 23:47:42+00:00,1002,UP,,Cash,900.0,5.0,45.0,,,22,Dine in,"BLENDER'S PRIDE,Margarita (REGULAR)",
Detail,2023-08-18 22:44:29+00:00,1030,Multiple,,Cash,625.0,5.0,31.25,,,2,Dine in,Cosmopolitan (REGULAR),
Detail,2023-08-24 22:47:01+00:00,4271,SM,,Cash,1650.0,5.0,82.5,,,2,Dine in,"Basmati Rice,Dal Tadka,MILK SHAKE",
Detail,2023-12-13 15:46:53+00:00,11153,MK,,Cash,1675.0,5.0,83.75,,,G 1,Garden Table,"Coastal Rawas (Gassi),Neer Dosa(4pc)",
Detail,2023-09-06 14:16:22+00:00,5030,MK,,Cash,1755.0,5.0,87.75,,,5,Dine in,"FRIED RICE (VEG),Juices Fresh,SHANGHAI NOODLES (VEG)",
Detail,2023-08-20 21:41:38+00:00,1063,SK,,Cash,2585.0,5.0,129.25,,,21,Dine in,"BUDWEISER,CORONA",
Detail,2023-08-20 20:13:19+00:00,1062,TD,,Cash,595.0,5.0,29.75,,,4,Dine in,CORONA,
Detail,2023-08-06 21:41:23+00:00,850,Multiple,,Cash,595.0,5.0,29.75,,,30,Dine in,HOEGAARDEN,
Detail,2023-08-05 22:00:52+00:00,815,UU,,Cash,1190.0,5.0,59.5,,,22,Dine in,HOEGAARDEN,
Detail,2023-08-06 23:00:31+00:00,855,SM,,Cash,1190.0,5.0,59.5,,,10,Dine in,CORONA,
Detail,2023-09-17 20:55:07+00:00,1551,TD,,Cash,1190.0,5.0,59.5,,,G 4,Garden Table,HOEGAARDEN,
Detail,2023-09-19 23:02:17+00:00,1582,TD,,Cash,595.0,5.0,29.75,,,20,Dine in,HOEGAARDEN,
Detail,2023-09-28 00:45:11+00:00,1682,Multiple,,Cash,595.0,5.0,29.75,,,20,Dine in,CORONA,
Detail,2023-07-12 23:14:39+00:00,418,MK,,Cash,1190.0,5.0,59.5,,,5,Dine in,CORONA,
Detail,2023-08-13 00:19:06+00:00,959,MK,,Cash,1190.0,5.0,59.5,,,22,Dine in,HOEGAARDEN,
Detail,2023-09-05 13:48:19+00:00,1331,SK,,Cash,1060.0,5.0,53.0,,,16,Dine in,"CORONA,KINGFISHER ULTRA",
Detail,2023-07-16 23:13:24+00:00,507,Multiple,,Cash,1060.0,5.0,53.0,,,11,Dine in,"BIRA 91,HOEGAARDEN",
Detail,2023-08-05 16:04:34+00:00,806,Multiple,,Cash,595.0,5.0,29.75,,,22,Dine in,CORONA,
Detail,2023-07-07 15:21:56+00:00,329,TD,,Cash,595.0,5.0,29.75,,,5,Dine in,CORONA,
Detail,2023-09-12 20:17:39+00:00,1449,SM,,Cash,595.0,5.0,29.75,,,5,Dine in,CORONA,
Detail,2023-07-19 21:50:30+00:00,544,SK,,Cash,595.0,5.0,29.75,,,21,Dine in,CORONA,
Detail,2023-10-24 22:31:45+00:00,2140,Multiple,,Cash,1465.0,5.0,73.25,,,12,Dine in,"CORONA,JAMESON",
Detail,2023-09-14 21:55:28+00:00,1485,SM,,Cash,595.0,5.0,29.75,,,2,Dine in,HOEGAARDEN,
Detail,2023-09-01 15:22:37+00:00,1265,SM,,Cash,595.0,5.0,29.75,,,21,Dine in,CORONA,
Detail,2023-07-21 00:07:56+00:00,2082,Multiple,,Cash,690.0,5.0,34.5,,,4,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN",
Detail,2023-09-24 21:20:12+00:00,1627,MK,,Cash,725.0,5.0,36.25,,,7,Dine in,Gimlet (BOMBAY SAPPHIRE),
Detail,2023-07-31 00:25:04+00:00,721,SM,,Cash,1450.0,5.0,72.5,,,12,Dine in,"Blue Lagoon (ABSOLUT),Sex On The Beach (ABSOLUT)",
Detail,2023-08-06 14:45:35+00:00,839,TD,,Cash,1450.0,5.0,72.5,,,3,Dine in,Gimlet (BOMBAY SAPPHIRE),
Detail,2023-08-16 22:50:12+00:00,999,Multiple,,Cash,725.0,5.0,36.25,,,1,Dine in,Sex On The Beach (ABSOLUT),
Detail,2023-07-15 22:29:32+00:00,471,SK,,Cash,2900.0,5.0,145.0,,,1,Dine in,"Blue Lagoon (ABSOLUT),Heaven Melon (ABSOLUT),Negroni (BOMBAY SAPPHIRE)",
Detail,2023-09-02 22:54:55+00:00,1299,Multiple,,Cash,725.0,5.0,36.25,,,3,Dine in,Negroni (BOMBAY SAPPHIRE),
Detail,2023-08-27 14:53:06+00:00,1196,TD,,Cash,1190.0,5.0,59.5,,,3,Dine in,"KINGFISHER ULTRA,White Lady (BOMBAY SAPPHIRE)",
Detail,2023-09-06 14:48:05+00:00,5033,TD,,Cash,2215.0,5.0,110.75,,,21,Dine in,"MALWANI BOMBIL FRY,Rawas (Gassi)",
Detail,2023-09-09 00:02:40+00:00,5168,MK,,Cash,3275.0,5.0,163.75,,,6,Dine in,"Basmati Rice,Rawas (Gassi),Rawas (Tawa Fry)",
Detail,2023-09-01 22:19:11+00:00,1275,MK,,Cash,1390.0,5.0,69.5,,,1,Dine in,MONKEY SHOULDER,
Detail,2023-09-25 22:22:13+00:00,1655,TD,,Cash,2780.0,5.0,139.0,,,1,Dine in,MONKEY SHOULDER,
Detail,2023-09-10 22:56:29+00:00,1427,SK,,Cash,975.0,5.0,48.75,,,14,Dine in,GOLD LABEL,
Detail,2023-09-21 23:05:03+00:00,1593,SK,,Cash,525.0,5.0,26.25,,,12,Dine in,Old Fashioned (REGULAR),
Detail,2023-08-09 00:34:25+00:00,3246,Multiple,,Cash,765.0,5.0,38.25,,,3,Dine in,FUTCHI RICE (CHICKEN),
Detail,2023-08-31 23:15:06+00:00,4715,TD,,Cash,1530.0,5.0,76.5,,,16,Dine in,"BURNT GARLIC RICE (CHICKEN),FUTCHI RICE (CHICKEN)",
Detail,2023-10-16 22:22:48+00:00,7411,MK,,Cash,765.0,5.0,38.25,,,1,Dine in,FRIED RICE (VEG),
Detail,2023-08-09 23:36:27+00:00,3306,MK,,Cash,960.0,5.0,48.0,,,5,Dine in,"DIET COKE,SZECHWAN FRIED RICE (VEG)",
Detail,2023-10-03 22:55:19+00:00,6586,SK,,Cash,1530.0,5.0,76.5,,,20,Dine in,"BURNT GARLIC RICE (VEG),HAKKA NOODLES (VEG)",
Detail,2023-09-09 15:33:36+00:00,5192,TD,,Cash,1530.0,5.0,76.5,,,5,Dine in,"BURNT GARLIC NOODLES (VEG),FUTCHI RICE (VEG)",
Detail,2023-10-03 15:18:54+00:00,6566,SM,,Cash,765.0,5.0,38.25,,,16,Dine in,FUTCHI RICE (VEG),
Detail,2023-09-15 00:52:47+00:00,5545,TB,,Cash,1920.0,5.0,96.0,,,2,Dine in,"BURNT GARLIC NOODLES (VEG),DIET COKE,FUTCHI RICE (VEG)",
Detail,2023-10-04 13:53:01+00:00,6598,SK,,Cash,1530.0,5.0,76.5,,,4,Dine in,"BURNT GARLIC NOODLES (VEG),WONTON (VEG)",
Detail,2024-01-01 20:40:47+00:00,12440,SM,,Cash,1490.0,5.0,74.5,,,3,Dine in,"Dim Sum (VEG),FUTCHI RICE (VEG)",
Detail,2023-09-12 13:17:22+00:00,5410,TD,,Cash,765.0,5.0,38.25,,,22,Dine in,FORTUNE RICE (VEG),
Detail,2023-09-02 22:41:46+00:00,4828,MK,,Cash,765.0,5.0,38.25,,,6,Dine in,BURNT GARLIC NOODLES (VEG),
Detail,2023-09-08 14:27:02+00:00,5127,SM,,Cash,765.0,5.0,38.25,,,5,Dine in,BURNT GARLIC NOODLES (VEG),
Detail,2023-09-30 00:52:15+00:00,6305,Multiple,,Cash,525.0,5.0,26.25,,,B 1,Dine in,Dal Tadka,
Detail,2023-07-06 20:11:36+00:00,1213,SM,,Cash,420.0,5.0,21.0,,,16,Dine in,"MASALA CHAAS,Neer Dosa(4pc)",
Detail,2023-12-23 00:00:42+00:00,11712,MK,,Cash,195.0,5.0,9.75,,,1,Dine in,DIET COKE,
Detail,2023-07-09 22:45:03+00:00,1446,Multiple,,Cash,3325.0,5.0,166.25,,,12,Dine in,"BROWNIE SUNDAE,CHOCOLATE ICE CREAM,MALAI KULFI,Manchow Soup (CHICKEN),Tandoori Platter (VEG)",
Detail,2023-10-03 22:27:02+00:00,6581,SK,,Cash,135.0,5.0,6.75,,,4,Dine in,Missi Roti,
Detail,2023-10-04 21:07:09+00:00,6623,Multiple,,Cash,135.0,5.0,6.75,,,3,Dine in,Missi Roti,
Detail,2023-09-30 15:43:26+00:00,6326,Multiple,,Cash,845.0,5.0,42.25,,,B 1,Dine in,FORTUNE RICE (PRAWNS),
Detail,2023-10-05 15:38:56+00:00,6661,SK,,Cash,25500.0,5.0,1275.0,,,9,Dine in,1500,
Detail,2023-08-19 22:45:37+00:00,1049,MK,,Cash,550.0,5.0,27.5,,,12,Dine in,ANTIQUITY BLUE,
Detail,2023-07-13 21:56:39+00:00,431,Multiple,,Cash,1240.0,5.0,62.0,,,7,Dine in,"KINGFISHER STRONG,SIGNATURE",
Detail,2023-09-17 00:37:39+00:00,1535,Multiple,,Cash,1290.0,5.0,64.5,,,20,Dine in,"BUDWEISER,OLD MONK (DARK)",
Detail,2023-07-15 23:01:10+00:00,473,TD,,Cash,825.0,5.0,41.25,,,12,Dine in,ANTIQUITY BLUE,
Detail,2023-07-15 23:50:22+00:00,476,MK,,Cash,275.0,5.0,13.75,,,PDR 2,Personal Dine In Room,ANTIQUITY BLUE,
Detail,2023-08-17 00:29:04+00:00,1003,TD,,Cash,550.0,5.0,27.5,,,2,Dine in,BLENDER'S PRIDE,
Detail,2023-08-07 19:48:44+00:00,865,TD,,Cash,275.0,5.0,13.75,,,22,Dine in,OLD MONK (DARK),
Detail,2023-07-29 15:29:47+00:00,679,MK,,Cash,275.0,5.0,13.75,,,15,Dine in,BACARDI WHITE,
Detail,2023-10-16 22:22:47+00:00,2000,MK,,Cash,275.0,5.0,13.75,,,1,Dine in,SMIRNOFF FLAVOUR,
Detail,2023-08-02 23:49:26+00:00,762,Multiple,,Cash,650.0,5.0,32.5,,,20,Dine in,"OLD MONK (DARK),TEACHER'S 50",
Detail,2023-08-20 22:08:41+00:00,1069,Multiple,,Cash,1775.0,5.0,88.75,,,PDR 2,Personal Dine In Room,"BALLANTINES,SMIRNOFF",
Detail,2023-07-09 22:55:36+00:00,1449,Multiple,,Cash,935.0,5.0,46.75,,,3,Dine in,"BROWNIE SUNDAE,GULAB JAMUN,MALAI KULFI",
Detail,2023-09-29 23:44:40+00:00,6293,TB,,Cash,490.0,5.0,24.5,,,PDR 1,Personal Dine In Room,GULAB JAMUN,
Detail,2023-08-18 22:20:50+00:00,1028,UU,,Cash,1325.0,5.0,66.25,,,B 1,Dine in,"Budweiser Magnum,TEACHER'S 50",
Detail,2023-08-17 23:11:25+00:00,1017,Multiple,,Cash,475.0,5.0,23.75,,,4,Dine in,Budweiser Magnum,
Detail,2023-09-19 20:18:00+00:00,5839,TD,,Cash,50.0,5.0,2.5,,,9,Dine in,Bottled Water,
Detail,2023-08-02 15:01:58+00:00,745,TB,,Cash,325.0,5.0,16.25,,,7,Dine in,ABSOLUT,
Detail,2023-07-15 15:07:18+00:00,1716,SM,,Cash,325.0,5.0,16.25,,,30,Dine in,MILLENNIUM KULFI,
Detail,2023-08-26 22:41:40+00:00,4414,SK,,Cash,590.0,5.0,29.5,,,30,Dine in,MALAI KULFI,
Detail,2023-08-26 22:10:31+00:00,1176,SK,,Cash,1395.0,5.0,69.75,,,7,Dine in,KINGFISHER ULTRA,
Detail,2023-07-07 21:45:44+00:00,332,MK,,Cash,465.0,5.0,23.25,,,1,Dine in,KINGFISHER ULTRA,
Detail,2023-09-30 14:05:45+00:00,1704,SM,,Cash,1860.0,5.0,93.0,,,16,Dine in,"BIRA 91,BUDWEISER",
Detail,2023-08-28 21:59:32+00:00,1219,SM,,Cash,1355.0,5.0,67.75,,,15,Dine in,"BOMBAY SAPPHIRE,KINGFISHER ULTRA",
Detail,2023-08-14 23:03:54+00:00,981,TD,,Cash,930.0,5.0,46.5,,,5,Dine in,KINGFISHER ULTRA,
Detail,2023-08-21 22:39:40+00:00,1084,SM,,Cash,1860.0,5.0,93.0,,,4,Dine in,CARLSBERG,
Detail,2023-08-13 00:33:50+00:00,962,SM,,Cash,930.0,5.0,46.5,,,6,Dine in,KINGFISHER ULTRA,
Detail,2023-09-19 15:02:10+00:00,1575,TD,,Cash,465.0,5.0,23.25,,,14,Dine in,KINGFISHER ULTRA,
Detail,2023-09-09 15:24:31+00:00,1388,Multiple,,Cash,465.0,5.0,23.25,,,21,Dine in,KINGFISHER ULTRA,
Detail,2023-09-12 23:04:11+00:00,1461,SK,,Cash,2700.0,5.0,135.0,,,14,Dine in,"BUDWEISER,JAMESON",
Detail,2023-08-03 00:02:55+00:00,764,SK,,Cash,465.0,5.0,23.25,,,4,Dine in,KINGFISHER ULTRA,
Detail,2023-09-10 14:45:07+00:00,1412,TD,,Cash,465.0,5.0,23.25,,,3,Dine in,BUDWEISER,
Detail,2023-09-09 21:25:02+00:00,1392,Multiple,,Cash,465.0,5.0,23.25,,,4,Dine in,KINGFISHER ULTRA,
Detail,2023-09-03 23:17:34+00:00,1319,UP,,Cash,1860.0,5.0,93.0,,,12,Dine in,"BIRA 91,KINGFISHER ULTRA",
Detail,2023-08-08 23:14:11+00:00,885,Multiple,,Cash,1395.0,5.0,69.75,,,5,Dine in,Heineken Silver,
Detail,2023-08-20 14:10:39+00:00,1056,Multiple,,Cash,465.0,5.0,23.25,,,12,Dine in,BUDWEISER,
Detail,2023-10-08 13:49:40+00:00,1863,TB,,Cash,465.0,5.0,23.25,,,12,Dine in,BUDWEISER,
Detail,2023-07-08 23:31:24+00:00,355,SM,,Cash,1395.0,5.0,69.75,,,PDR 1,Persanol Dine In Room,KINGFISHER ULTRA,
Detail,2023-09-17 20:49:09+00:00,1550,Multiple,,Cash,465.0,5.0,23.25,,,5,Dine in,BIRA 91,
Detail,2023-08-01 22:52:20+00:00,740,SM,,Cash,930.0,5.0,46.5,,,21,Dine in,"HEINEKEN,KINGFISHER ULTRA",
Detail,2023-09-10 22:55:10+00:00,1426,UP,,Cash,465.0,5.0,23.25,,,4,Dine in,KINGFISHER ULTRA,
Detail,2023-08-16 14:37:06+00:00,989,TD,,Cash,465.0,5.0,23.25,,,6,Dine in,HEINEKEN,
Detail,2023-07-15 22:49:01+00:00,472,TD,,Cash,465.0,5.0,23.25,,,7,Dine in,BUDWEISER,
Detail,2023-09-16 22:50:13+00:00,1522,TD,,Cash,465.0,5.0,23.25,,,22,Dine in,HEINEKEN,
Detail,2023-07-15 21:59:24+00:00,468,SM,,Cash,465.0,5.0,23.25,,,G 5,Garden Table,KINGFISHER ULTRA,
Detail,2023-07-14 22:03:12+00:00,447,Multiple,,Cash,465.0,5.0,23.25,,,1,Dine in,KINGFISHER ULTRA,
Detail,2023-07-22 20:14:33+00:00,581,Multiple,,Cash,465.0,5.0,23.25,,,11,Dine in,KINGFISHER ULTRA,
Detail,2023-07-21 22:27:43+00:00,567,Multiple,,Cash,780.0,5.0,39.0,,,15,Dine in,"BIRA 91,TEACHER'S",
Detail,2023-07-08 14:06:32+00:00,340,TD,,Cash,465.0,5.0,23.25,,,12,Dine in,KINGFISHER ULTRA,
Detail,2023-09-03 13:56:22+00:00,1305,MK,,Cash,465.0,5.0,23.25,,,12,Dine in,KINGFISHER ULTRA,
Detail,2023-07-13 23:29:31+00:00,438,Multiple,,Cash,465.0,5.0,23.25,,,5,Dine in,BIRA 91,
Detail,2023-07-09 21:03:11+00:00,373,SM,,Cash,465.0,5.0,23.25,,,2,Dine in,HEINEKEN,
Detail,2023-07-16 00:54:47+00:00,484,TD,,Cash,465.0,5.0,23.25,,,14,Dine in,KINGFISHER ULTRA,
Detail,2023-09-07 22:09:15+00:00,1365,SM,,Cash,930.0,5.0,46.5,,,12,Dine in,BUDWEISER,
Detail,2023-08-12 22:02:33+00:00,947,UU,,Cash,465.0,5.0,23.25,,,22,Dine in,KINGFISHER ULTRA,
Detail,2023-09-16 23:52:07+00:00,1530,TD,,Cash,930.0,5.0,46.5,,,1,Dine in,BUDWEISER,
