Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-10-03 12:12:54+00:00,1756,Multiple,,Cash,32205.0,5.0,1610.25,,,B 1,Dine in,"BACARDI BREEZER,Blue Lagoon (ABSOLUT),Caprioska (ABSOLUT),Caprioska (GREY GOOSE),Guava Delight (ABSOLUT),Sex On The Beach (ABSOLUT),Toddy (REGULAR)",
Detail,2023-08-23 23:19:46+00:00,1115,TD,,Cash,8400.0,5.0,420.0,,,PDR 6,Personal Dine In Room,Asolo Prosecco,
Detail,2023-09-30 15:44:08+00:00,1707,MK,,Cash,2605.0,5.0,130.25,,,3,Dine in,"Caprioska (GREY GOOSE),Margarita (REGULAR)",
Detail,2023-08-11 23:26:57+00:00,929,TD,,Cash,7055.0,5.0,352.75,,,14,Dine in,"BELVEDERE,Caprioska (CIROC),GREY GOOSE,KINGFISHER ULTRA,Pina Colada",
Detail,2023-09-16 23:29:49+00:00,1528,Multiple,,Cash,1980.0,5.0,99.0,,,PDR 2,Personal Dine In Room,Cosmopolitan (GREY GOOSE),
Detail,2023-09-23 14:48:36+00:00,1610,MK,,Cash,990.0,5.0,49.5,,,20,Dine in,Bloody Mary (GREY GOOSE),
Detail,2023-09-30 14:20:34+00:00,1705,Multiple,,Cash,1615.0,5.0,80.75,,,3,Dine in,"Caprioska (GREY GOOSE),Margarita (REGULAR)",
Detail,2023-07-12 23:41:22+00:00,421,SM,,Cash,1980.0,5.0,99.0,,,PDR 1,Personal Dine In Room,Cosmopolitan (GREY GOOSE),
Detail,2023-07-02 22:23:20+00:00,273,SM,,Cash,2850.0,5.0,142.5,,,7,Dine in,"KINGFISHER ULTRA,Mojito",
Detail,2023-08-05 22:17:55+00:00,818,TD,,Cash,3455.0,5.0,172.75,,,G 1,Garden Table,"Bull Frog,Margarita (REGULAR),Screw Driver (CIROC),Sex On The Beach (GREY GOOSE)",
Detail,2023-07-02 15:24:30+00:00,263,TD,,Cash,990.0,5.0,49.5,,,PDR 2,Persanol Dine In Room,BACARDI BREEZER,
Detail,2023-07-12 22:48:20+00:00,416,Multiple,,Cash,8070.0,5.0,403.5,,,30,Dine in,"Bloody Mary (ABSOLUT),HEINEKEN,Whisky Sour (CHIVAS REGAL)",
Detail,2023-07-17 22:33:20+00:00,513,TB,,Cash,2805.0,5.0,140.25,,,5,Dine in,"Caprioska (GREY GOOSE),OLD MONK (DARK)",
Detail,2023-08-16 23:01:49+00:00,1000,TD,,Cash,2380.0,5.0,119.0,,,3,Dine in,"GREY GOOSE,Martini (GREY GOOSE)",
Detail,2023-07-04 23:30:46+00:00,301,SK,,Cash,2615.0,5.0,130.75,,,PDR 1,Persanol Dine In Room,"Martini (ABSOLUT),Toddy (REGULAR),Whisky Sour (CHIVAS REGAL)",
Detail,2023-08-01 22:13:45+00:00,737,Multiple,,Cash,990.0,5.0,49.5,,,22,Dine in,Caprioska (GREY GOOSE),
Detail,2024-01-25 23:25:39+00:00,4005,SK,,Cash,1575.0,5.0,78.75,,,G 2,Garden Table,TEACHER'S,
Detail,2023-10-01 14:47:08+00:00,1728,MK,,Cash,990.0,5.0,49.5,,,12,Dine in,Caprioska (GREY GOOSE),
Detail,2023-07-13 16:00:55+00:00,427,SK,,Cash,1585.0,5.0,79.25,,,16,Dine in,"Bloody Mary (GREY GOOSE),CORONA",
Detail,2023-08-27 23:25:35+00:00,1209,Multiple,,Cash,3480.0,5.0,174.0,,,1,Dine in,"BLACK & WHITE,Caprioska (ABSOLUT),Manhattan (JACK DANIEL'S)",
Detail,2023-08-20 22:15:37+00:00,1070,Multiple,,Cash,2115.0,5.0,105.75,,,14,Dine in,"Caprioska (GREY GOOSE),RED LABEL",
Detail,2023-08-08 20:17:57+00:00,878,TD,,Cash,1840.0,5.0,92.0,,,22,Dine in,"Bull Frog,Cosmopolitan (GREY GOOSE)",
Detail,2023-07-16 00:03:00+00:00,477,TD,,Cash,990.0,5.0,49.5,,,12,Dine in,Caprioska (GREY GOOSE),
Detail,2023-09-06 21:46:33+00:00,1355,MK,,Cash,1980.0,5.0,99.0,,,22,Dine in,Whisky Sour (JACK DANIEL'S),
Detail,2023-07-22 23:18:03+00:00,590,Multiple,,Cash,3170.0,5.0,158.5,,,PDR 1,Personal Dine In Room,"Blue Lagoon (GREY GOOSE),Cosmopolitan (ABSOLUT),KINGFISHER ULTRA",
Detail,2023-08-06 22:12:19+00:00,3108,Multiple,,Cash,70.0,5.0,3.5,,,B 2,Dine in,Papad Fried,
Detail,2023-09-30 23:27:53+00:00,6386,MK,,Cash,4750.0,5.0,237.5,,,G 4,Garden Table,"Butter Naan,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Chicken Malai),Crispy Spinach Paneer,FRESH LIME SODA,Hari Subzi Aur Makai Ki Sheek,Murg Makhanwala,Roti,THUMPS UP",
Detail,2023-08-08 14:53:30+00:00,3200,Multiple,,Cash,10690.0,5.0,534.5,,,10,Dine in,"ALOO KULCHA,Fruit Punch,Kung Pao Patato,MILLENNIUM KULFI,Manchow Soup (VEG),Paneer Ke Shikanje,Papad Masala,Peshawari Kofta,ROASTED MASALA PAPAD,Stuffed Kulcha,Subzi Noorani,TOMATO SOUP,Virgin Colada",
Detail,2023-09-21 23:05:02+00:00,5908,SK,,Cash,1270.0,5.0,63.5,,,12,Dine in,"Naan,PANEER MAKHANWALA,Papad Masala,Roti",
Detail,2023-10-21 15:55:33+00:00,7645,TB,,Cash,4240.0,5.0,212.0,,,4,Dine in,"Chicken Kebabs (Chicken Malai),Dum Pukht Biryani (VEG),FRESH LIME SODA,Paneer Ke Shikanje,Papad Masala,ROASTED PAPAD,Roomali Roti,Soda,Spicy Crab Soup,Virgin Mojito",
Detail,2023-07-25 15:49:23+00:00,2341,TB,,Cash,1260.0,5.0,63.0,,,22,Dine in,"Burnt Garlic Soup (VEG),Subzi Kurkure Kebab,TEA",
Detail,2023-08-20 15:30:23+00:00,4005,MK,,Cash,10395.0,5.0,519.75,,,PDR 1,Personal Dine In Room,"Basmati Rice,Burnt Garlic Soup (VEG),Butter Roti,FRESH LIME SODA,FUTCHI RICE (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,ROASTED MASALA PAPAD,Roti,Subzi Kofta Masala,Subzi Kurkure Kebab,Subzi Lahori,TEA,THUMPS UP",
Detail,2024-01-26 15:55:29+00:00,13979,Multiple,,Cash,7700.0,5.0,385.0,,,G 1,Garden Table,"Chicken Kebabs (Makhmali),Devil Chicken,FRESH LIME SODA,FRESH LIME WATER,Ghee Rice,MALAI KULFI,Maratha Chicken,Pompfret (500 GMS),Prawns (100 GMS),ROASTED PAPAD,Roti",
Detail,2023-07-30 22:24:43+00:00,2657,Multiple,,Cash,18350.0,5.0,917.5,,,PDR 3,Personal Dine In Room,"Amritsari Dal,Dal Tadka,Dim Sum (VEG),Diwani Handi,FRESH LIME SODA,Hara Bhara Kabab,Jeera Rice,Lemon Coriander (VEG),Lemon Ice Tea,Manchow Soup (VEG),ONION KULCHA,Paneer Khurchan,Pepper Blast Paneer,ROASTED MASALA PAPAD,ROASTED PAPAD,Roomali Roti,Roti,Subzi Lahori,TEA,Veg Sweet Corn Soup,Virgin Mojito",
Detail,2023-09-22 20:19:32+00:00,1597,UP,,Cash,800.0,5.0,40.0,,,2,Dine in,HOUSEWINE-INDIAN RED,
Detail,2023-09-11 21:39:45+00:00,1438,MK,,Cash,2475.0,5.0,123.75,,,15,Dine in,"HOUSEWINE-INDIAN ROSE,Manhattan (REGULAR),Old Fashioned (REGULAR)",
Detail,2023-08-27 23:07:12+00:00,1207,TD,,Cash,2400.0,5.0,120.0,,,PDR 1,Personal Dine In Room,"HOUSEWINE-IMPORTED ROSE,HOUSEWINE-INDIAN WHITE",
Detail,2023-07-11 22:11:36+00:00,402,TD,,Cash,1150.0,5.0,57.5,,,14,Dine in,"BALLANTINES,HOUSEWINE-INDIAN RED",
Detail,2023-08-29 21:54:08+00:00,1226,TD,,Cash,2000.0,5.0,100.0,,,21,Dine in,"HOUSEWINE-INDIAN RED,Sula Chenin Blanc",
Detail,2023-09-30 23:14:09+00:00,1723,UU,,Cash,1200.0,5.0,60.0,,,22,Dine in,HOUSEWINE-INDIAN WHITE,
Detail,2023-08-05 22:38:24+00:00,821,UP,,Cash,400.0,5.0,20.0,,,11,Dine in,HOUSEWINE-INDIAN ROSE,
Detail,2023-09-10 14:31:58+00:00,1409,Multiple,,Cash,3995.0,5.0,199.75,,,30,Dine in,"HOUSEWINE-INDIAN RED,KINGFISHER,KINGFISHER ULTRA,SMIRNOFF,Sangria (INDIAN)",
Detail,2023-07-05 16:06:57+00:00,1173,SK,,Cash,10500.0,5.0,525.0,,,11,Dine in,"Butter Naan,Butter Roti,CREAM CARAMEL,Ceasar Salad,Chicken Kebabs (Patra Chicken),Exotic Stir Fried Vegetable,FRESH LIME SODA,FUTCHI RICE (VEG),Kung Pao Patato,Lemon Fizz,MALAI KULFI,Manchow Soup (CHICKEN),Manchow Soup (VEG),Mirchi Ka Salan,Mushroom Galauti,ROASTED PAPAD,Rawas (Tawa Fry)",
Detail,2023-09-13 23:53:49+00:00,1480,TD,,Cash,1600.0,5.0,80.0,,,7,Dine in,Sula Chenin Blanc,
Detail,2023-08-13 15:34:50+00:00,968,SM,,Cash,1600.0,5.0,80.0,,,12,Dine in,Sula Chenin Blanc,
Detail,2023-08-12 23:53:05+00:00,958,MK,,Cash,6000.0,5.0,300.0,,,16,Dine in,"Dewars,KETEL ONE",
Detail,2023-07-04 23:01:02+00:00,1158,SM,,Cash,4045.0,5.0,202.25,,,11,Dine in,"Amritsari Dal,Butter Roomali Roti,Butter Roti,Hara Bhara Kabab,Manchow Soup (VEG),Paneer Khurchan,ROASTED PAPAD,THUMPS UP",
Detail,2023-07-09 15:48:27+00:00,1401,TD,,Cash,4655.0,5.0,232.75,,,12,Dine in,"Amritsari Dal,Dim Sum (VEG),Green Salad,Juices Fresh,KUNG PAO PANEER,Phalguni Sabzi,ROASTED PAPAD,Roti,THUMPS UP,Virgin Mojito",
Detail,2023-07-07 23:53:34+00:00,1298,SK,,Cash,9430.0,5.0,471.5,,,PDR 2,Persanol Dine In Room,"ANGOORI RABDI,BURNT GARLIC RICE (VEG),Creme Bruleé,Lemon Coriander (VEG),MALAI KULFI,Mushroom Galauti,Paneer Ke Shikanje,Papad Fried,Papad Masala,Plain Curd,ROASTED PAPAD,Rawas (Tawa Fry),Roti,SEVEN UP,Soda,Subzi Kofta Masala,Subzi Kurkure Kebab",
Detail,2023-07-08 23:36:19+00:00,1356,Multiple,,Cash,5820.0,5.0,291.0,,,14,Dine in,"Burnt Garlic Soup (VEG),Dim Sum (VEG),FRESH LIME SODA,FRIED RICE (Egg),Funci Tongi Soup (VEG),Suimono Soup (VEG),Talumein Soup (VEG),Teriyaki Veg,Veg Barbeque Sauce",
Detail,2023-07-13 00:37:35+00:00,1592,MK,,Cash,3485.0,5.0,174.25,,,14,Dine in,"Butter Naan,Murg Tikka Nawabi,Paneer Khurchan,Roti,SEVEN UP,Sweet Corn Soup (CHICKEN),THUMPS UP",
Detail,2023-07-03 22:07:02+00:00,1108,SM,,Cash,8090.0,5.0,404.5,,,10,Dine in,"Amritsari Dal,Blue Sea,Butter Baby Kulcha,Butter Naan,Cottage Cheese With Three Peppers,Fruit Punch,Kung Pao Chicken,Lacchedar Paratha/Naan,Murg Tikka Nawabi,Paneer Lawabdar,Peach Satin,Roomali Roti,Subzi Lahori,THUMPS UP,Veg Cheesy Roll",
Detail,2023-07-08 22:50:27+00:00,1348,MK,,Cash,8095.0,5.0,404.75,,,30,Dine in,"Amritsari Dal,Butter Roti,CHOCOLATE ICE CREAM,Chicken Kebabs (Chicken Angare),Crispy Corn,DAL KHICHDI,FRESH LIME SODA,Kung Pao Patato,MALAI KULFI,Subzi Kurkure Kebab,Sweet Corn Soup (VEG),VEG CRISPY,Virgin Colada",
Detail,2023-07-10 22:08:43+00:00,1482,TD,,Cash,2655.0,5.0,132.75,,,4,Dine in,"BURNT GARLIC NOODLES (VEG),Dim Sum (VEG),SEVEN UP,Tofu,Babycorn,Mushroom,Broccoli In Lemon & Paper Sauce",
Detail,2023-08-23 22:57:02+00:00,4227,Multiple,,Cash,14295.0,5.0,714.75,,,G 2,Garden Table,"BURNT GARLIC RICE (VEG),Bhara Hua Aloo,Butter Paratha,Butter Roti,Dal Tadka,Dim Sum (VEG),Dum Aloo Amritsari,Exotic Stir Fried Vegetable,FRESH LIME SODA,FRESH LIME WATER,GULAB JAMUN,KULFI RABDI FALOODA,Kung Pao Patato,Lemon Coriander (VEG),MALAYSIAN NOODLES (VEG),MILLENNIUM KULFI,PANEER CHILLY DRY,ROASTED PAPAD,Roomali Roti,Roti,Spice Guava,Subzi Lahori,TIRAMISU,Three Treasure Vegetables In Choice Of Sauce,Tom Yum Soup (VEG)",
Detail,2023-08-20 00:04:56+00:00,3978,Multiple,,Cash,15910.0,5.0,795.5,,,PDR 3,Personal Dine In Room,"Amritsari Dal,BUTTER PUDINA PARATHA,Butter Kulcha,Butter Naan,Butter Paratha,DIET COKE,Diwani Handi,Exotic Stir Fried Vegetable,FORTUNE RICE (VEG),FRESH LIME SODA,FRESH LIME WATER,Lemon Coriander (VEG),Paneer Ke Shikanje,Paratha Plain,Peach Iced Tea,Roti,Subzi Kurkure Kebab,THUMPS UP,Tom Yum Soup (VEG)",
Detail,2023-08-29 15:27:36+00:00,4567,TD,,Cash,6455.0,5.0,322.75,,,20,Dine in,"Brocoli,babycorn Mushroom Sizzle Chilly,Butter Paratha,Chilly Crispy Patato,FRESH LIME SODA,Manchow Soup (VEG),Paneer Ke Shikanje,Paneer Khurchan,Phalguni Sabzi,Roti,Sweet Corn Soup (VEG),Tom Yum Soup (VEG)",
Detail,2023-09-03 22:33:15+00:00,4917,Multiple,,Cash,13880.0,5.0,694.0,,,9,Dine in,"BUTTER GARLIC NAAN,Bhara Hua Aloo,Butter Naan,Butter Roti,Crispy Corn,Dal Tadka,Diwani Handi,Dum Aloo Amritsari,FRESH LIME SODA,Jeera Rice,Kung Pao Patato,Lemon Coriander (VEG),Lemon Ice Tea,Manchow Soup (VEG),PEPSI,Paneer Ke Shikanje,ROASTED MASALA PAPAD,ROASTED PAPAD,Roomali Roti,Roti,Virgin Mojito",
Detail,2023-10-08 22:15:12+00:00,6947,SK,,Cash,9050.0,5.0,452.5,,,30,Dine in,"Amritsari Dal,Basmati Rice,Chilly Crispy Patato,DIET COKE,FRESH LIME SODA,FRESH LIME WATER,Khasta Chaat,Manchow Soup (VEG),Tandoori Platter (VEG)",
Detail,2023-07-19 21:26:29+00:00,2011,Multiple,,Cash,5750.0,5.0,287.5,,,30,Dine in,"BUTTER GARLIC NAAN,Butter Kulcha,Butter Naan,Butter Paratha,Dingri Lasooni,FRESH LIME SODA,Kalonji Ka Baigan,Manchow Soup (VEG),PANEER PAHADI TIKKA,Paneer Lawabdar,Tom Yum Soup (VEG)",
Detail,2023-09-14 15:15:45+00:00,5512,SM,,Cash,5450.0,5.0,272.5,,,12,Dine in,"BUTTER PUDINA PARATHA,Cottage Cheese With Three Peppers,Dum Pukht Biryani (VEG),FRESH LIME SODA,Maratha Chicken,Methi Roti,Missi Roti,Subzi Lahori,Subzi Methi Ki Sheek,TOMATO SOUP",
Detail,2023-10-08 14:11:51+00:00,6869,Multiple,,Cash,14075.0,5.0,703.75,,,10,Dine in,"BURNT GARLIC NOODLES (VEG),BUTTER GARLIC ROTI,Butter Kulcha,Butter Naan,Butter Paratha,Butter Roti,Chilly Crispy Patato,Dal Tadka,FRESH LIME SODA,Hara Bhara Kabab,Jeera Rice,Manchow Soup (VEG),PANEER CHILLY DRY,Paneer Ke Shikanje,Paneer Khurchan,Subzi Kofta Masala,Subzi Lahori,Suimono Soup (VEG),Tom Yum Soup (VEG)",
Detail,2023-07-09 23:19:02+00:00,1455,TD,,Cash,5450.0,5.0,272.5,,,PDR 4,Persanol Dine In Room,"2000,ANGOORI RABDI,Ceasar Salad,MILLENNIUM KULFI,Murg Tikka Nawabi,Roti,Tandoori Chicken (HALF)",
Detail,2023-07-17 21:23:53+00:00,1913,SM,,Cash,3890.0,5.0,194.5,,,21,Dine in,"BUTTER GARLIC NAAN,DIET COKE,FRIED RICE (Egg),Murg Tikka Nawabi,Prawns (100 GMS),Roti",
Detail,2023-07-10 22:31:20+00:00,1486,TD,,Cash,3155.0,5.0,157.75,,,2,Dine in,"Basmati Rice,Dal Tadka,Multani Murgh,Phalguni Sabzi,Raita,Roti",
Detail,2023-07-09 21:03:10+00:00,1421,SM,,Cash,5825.0,5.0,291.25,,,2,Dine in,"Kung Pao Chicken,MILLENNIUM KULFI,Manchow Soup (CHICKEN),Mushroom Galauti,Prawns (100 GMS),Rajasthani Laal Maas,Roti,SINGLE TALL CAKE SUNDAE,TOMATO SOUP",
Detail,2023-07-14 22:08:34+00:00,1677,SM,,Cash,2310.0,5.0,115.5,,,10,Dine in,"Butter Roti,Diwani Handi,Hara Bhara Kabab,ROASTED MASALA PAPAD,Roti,Sweet Corn Soup (VEG)",
Detail,2023-07-03 22:30:15+00:00,1112,Multiple,,Cash,1460.0,5.0,73.0,,,6,Dine in,"Paneer Khurchan,Raita,Roti",
Detail,2023-07-14 22:11:32+00:00,1679,MK,,Cash,4650.0,5.0,232.5,,,G 2,Garden Table,"BURNT GARLIC RICE (VEG),Butter Naan,Chilly Crispy Patato,Dal Tadka,FRESH LIME SODA,Manchow Soup (VEG),Papad Masala,Peshawari Kofta,ROASTED PAPAD,Roti",
Detail,2023-07-16 00:30:18+00:00,1793,MK,,Cash,7500.0,5.0,375.0,,,PDR 5,Personal Dine In Room,"CHICKEN GASSI,Diwani Handi,Mushroom Galauti,Neer Dosa(4pc),Pompfret (500 GMS),Roti,Subzi Kurkure Kebab,Surmai (Rawa Fry)",
Detail,2023-07-15 15:08:42+00:00,1717,TD,,Cash,7150.0,5.0,357.5,,,20,Dine in,"APPLE PIE WITH HOT CUSTARD,Burnt Garlic Soup (VEG),Butter Baby Kulcha,Butter Paratha,Butter Roti,Dal Tadka,Kung Pao Patato,Manchow Soup (VEG),Pepper Blast Paneer,Phalguni Sabzi,ROASTED PAPAD,Roti,Subzi Kurkure Kebab,Sweet Corn Soup (VEG),TIRAMISU",
Detail,2023-07-19 22:55:40+00:00,2031,UP,,Cash,6020.0,5.0,301.0,,,15,Dine in,"Dhabe Da Murg,KULFI RABDI FALOODA,Peshawari Kofta,Pompfret (500 GMS),Roti,Subzi Kurkure Kebab,TOMATO SOUP",
Detail,2023-07-26 23:11:03+00:00,2405,UP,,Cash,8610.0,5.0,430.5,,,PDR 2,Personal Dine In Room,"ANGOORI RABDI,Amritsari Dal,BLUE BERRY CHEESE CAKE,Butter Roti,Dal Tadka,Diwani Handi,FRUIT OVERLOAD ICE CREAM,French Fries,Paneer Peri Peri Tikka,ROASTED PAPAD,Roti,VEG CRISPY,VEG MANCHURIAN DRY",
Detail,2023-08-19 23:53:59+00:00,3975,SM,,Cash,9095.0,5.0,454.75,,,PDR 6,Personal Dine In Room,"CARAMEL CUSTARD(EGG LESS),Chilly Basil Mushroom,Dal Tadka,Dim Sum (VEG),GARLIC ROTI,Kung Pao Chicken,Lemon Coriander (CHICKEN),Manchow Soup (VEG),PANEER CHILLY DRY,Roti,Soda,Subzi Kofta Masala,Subzi Kurkure Kebab,Subzi Lahori,Tom Yum Soup (VEG)",
Detail,2023-07-12 22:54:22+00:00,1577,MK,,Cash,7790.0,5.0,389.5,,,20,Dine in,"Butter Naan,Chicken Kebabs (Chicken Angare),FRESH LIME SODA,French Fries,MUTTON ROGAN JOSH,Manchow Soup (VEG),Murg Makhanwala,PANEER TIKKA,Phalguni Sabzi,Roomali Roti,Roti,Subzi Lahori,TOMATO SOUP,Tandoori Chicken (HALF)",
Detail,2023-09-06 22:52:52+00:00,5063,Multiple,,Cash,8945.0,5.0,447.25,,,PDR 1,Personal Dine In Room,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Butter Roti,Green Salad,Juices Fresh,Kung Pao Patato,Manchow Soup (VEG),Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Ke Shikanje,ROASTED MASALA PAPAD,Roti,Subzi Kurkure Kebab,Subzi Lahori,Wonton & Noodle Soup (VEG)",
Detail,2023-12-13 22:52:05+00:00,11192,SK,,Cash,4230.0,5.0,211.5,,,30,Dine in,"Butter Roti,Fruit Punch,Khasta Chaat,Paneer Ke Shikanje,Paneer Lawabdar,Roti,SINGLE TALL CAKE SUNDAE,TOMATO SOUP,Veg Sweet Corn Soup,Virgin Colada",
Detail,2023-07-15 19:34:25+00:00,1729,Multiple,,Cash,2805.0,5.0,140.25,,,1,Dine in,"Chicken Kebabs (Murg Nawabi Sheekh),Dim Sum (CHICKEN),Murg Makhanwala,Roomali Roti,Roti",
Detail,2023-08-10 23:45:32+00:00,3357,Multiple,,Cash,15060.0,5.0,753.0,,,30,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Butter Paratha,Dingri Lasooni,FUTCHI RICE (VEG),Kung Pao Patato,MALAI KULFI,Neer Dosa(4pc),Pepper Blast Paneer,Phalguni Sabzi,ROASTED PAPAD,Reshmi Paneer,Roti,Tonic Water,Virgin Mojito",
Detail,2023-09-30 22:37:10+00:00,6372,SK,,Cash,3570.0,5.0,178.5,,,20,Dine in,"Butter Milk,Butter Roti,Diwani Handi,Manchow Soup (VEG),PANEER BUTTER MASALA,Roti,Subzi Kurkure Kebab",
Detail,2023-09-07 22:40:08+00:00,5114,Multiple,,Cash,8410.0,5.0,420.5,,,G 3,Garden Table,"BUTTER GARLIC NAAN,Butter Naan,Chilly Crispy Patato,Dal Tadka,Dum Pukht Biryani (VEG),Manchow Soup (VEG),Paneer Lawabdar,Phalguni Sabzi,ROASTED PAPAD,Roti,Spice Guava,TOMATO SOUP,Virgin Mary",
Detail,2023-09-02 21:59:08+00:00,4823,Multiple,,Cash,2885.0,5.0,144.25,,,1,Dine in,"Lemon Coriander (VEG),Manchow Soup (VEG),Paneer Lawabdar,ROASTED PAPAD,Roti,Subzi Kurkure Kebab",
Detail,2024-03-09 23:35:48+00:00,16647,SK,,Cash,7225.0,5.0,361.25,,,14,Dine in,"Butter Roti,Dal Tadka,Diwani Handi,Green Salad,KULFI RABDI FALOODA,Manchow Soup (VEG),Papad Masala,Roti,Tandoori Platter (VEG),Virgin Mojito",
Detail,2023-08-05 23:08:20+00:00,3006,Multiple,,Cash,8235.0,5.0,411.75,,,20,Dine in,"Butter Naan,Chicken Kebabs (Murg Chatpata),Dal Tadka,FRESH LIME SODA,Hara Bhara Kabab,Murg Tikka Nawabi,Phalguni Sabzi,ROASTED PAPAD,Roti,Sour & Pepper Soup (CHICKEN),VEG SHEEK KABAB,Virgin Mojito",
Detail,2023-07-09 23:32:19+00:00,1456,MK,,Cash,5485.0,5.0,274.25,,,G 4,Garden Table,"CHOCOLATE ICE CREAM,Chicken Kebabs (Chicken Angare),Creme Bruleé,Dum Pukht Biryani (CHICKEN),MALAI KULFI,Manchow Soup (CHICKEN),Maratha Chicken,Roti,Stir Fried Chicken Chilly & Basil,THUMPS UP,Tom Yum Soup (CHICKEN)",
Detail,2023-07-24 16:01:11+00:00,2307,Multiple,,Cash,3440.0,5.0,172.0,,,2,Dine in,"Butter Paratha,Dal Tadka,Jeera Rice,Malai Kofta,PANEER BUTTER MASALA,Roti,TOMATO SOUP",
Detail,2023-09-03 21:55:20+00:00,4909,Multiple,,Cash,5425.0,5.0,271.25,,,20,Dine in,"Blue Sea,Butter Naan,Chilly Crispy Patato,FRESH LIME SODA,Lemon Coriander (VEG),Paneer Lawabdar,Papad Masala,Roti,Subzi Lahori,TOMATO SOUP",
Detail,2023-09-03 21:22:41+00:00,4898,Multiple,,Cash,5745.0,5.0,287.25,,,G 5,Garden Table,"Amritsari Dal,Basmati Rice,Butter Kulcha,Hara Bhara Kabab,Kung Pao Patato,Manchow Soup (VEG),Paneer Khurchan,Plain Kulcha,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,TOMATO SOUP",
Detail,2023-09-02 21:39:50+00:00,4815,Multiple,,Cash,8695.0,5.0,434.75,,,PDR 1,Personal Dine In Room,"Amritsari Dal,Brocoli,babycorn Mushroom Sizzle Chilly,Butter Naan,Dal Tadka,Hara Bhara Kabab,Manchow Soup (VEG),PANEER KADAI,Papad Masala,Roti,Sweet Corn Soup (VEG),TOMATO SOUP,Tandoori Platter (VEG)",
Detail,2023-08-05 23:44:41+00:00,3016,MK,,Cash,3320.0,5.0,166.0,,,11,Dine in,"Chilli Chicken,Diwani Handi,Manchow Soup (VEG),Mutton Tikhalaal,Roti",
Detail,2023-07-13 21:52:41+00:00,1621,Multiple,,Cash,6270.0,5.0,313.5,,,G 2,Garden Table,"Amritsari Dal,Chilly Basil Mushroom,FORTUNE RICE (VEG),Hara Bhara Kabab,Manchow Soup (VEG),Mushroom Galauti,Peshawari Kofta,Roti",
Detail,2023-09-09 20:49:52+00:00,5210,SK,,Cash,7705.0,5.0,385.25,,,12,Dine in,"Avadhi Chicken,Kumbh Makai Palak,Kung Pao Chicken,Manchow Soup (CHICKEN),Multani Murgh,Mushroom Galauti,Prawns (100 GMS),Roti,SHORBA (Palak)",
Detail,2024-01-09 22:46:59+00:00,12963,Multiple,,Cash,21845.0,5.0,1092.25,,,G 4,Garden Table,"BROWNIE SUNDAE,CLEAR SOUP (VEG),Chilly Crispy Patato,Cottage Cheese With Three Peppers,Crispy Corn,DAL KHICHDI,Dal Tadka,Dum Pukht Biryani (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,FUTCHI RICE (VEG),French Fries,Fruit Punch,Juices Fresh,Kung Pao Patato,Lemon Ice Tea,Mushroom Galauti,PANEER CHILLY DRY,Paneer Khurchan,Paratha Plain,ROASTED PAPAD,Roti,Subzi Lahori,Sweet Corn Soup (VEG),THUMPS UP,VEG SHEEK KABAB,Virgin Mojito,WONTON (VEG)",
Detail,2023-07-26 14:25:24+00:00,2378,SK,,Cash,1930.0,5.0,96.5,,,21,Dine in,"Crispy Corn,Paneer Tikka Masala,Roti",
Detail,2023-08-08 23:03:57+00:00,3233,TD,,Cash,5360.0,5.0,268.0,,,14,Dine in,"BURNT GARLIC RICE (CHICKEN),Blue Sea,Butter Naan,Chilli Chicken,Murg Tikka Nawabi,Roti,Tandoori Chicken (HALF),Tishing Hai Chicken",
Detail,2023-07-30 21:29:56+00:00,2647,SK,,Cash,4040.0,5.0,202.0,,,G 1,Garden Table,"Butter Baby Kulcha,Dal Tadka,Diwani Handi,Jeera Rice,Manchow Soup (VEG),Phalguni Sabzi,Roti",
Detail,2023-08-06 00:58:45+00:00,3032,Multiple,,Cash,3285.0,5.0,164.25,,,14,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,BUTTER GARLIC ROTI,Butter Naan,Butter Roti,PANEER BUTTER MASALA,Roti",
Detail,2023-09-06 15:51:57+00:00,5038,Multiple,,Cash,34325.0,5.0,1716.25,,,G 2,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Roti,Dum Pukht Biryani (VEG),FRESH LIME SODA,FRESH LIME WATER,Garlic Naan,Hara Bhara Kabab,MALAI KULFI,Manchow Soup (VEG),Paneer Khurchan,Paneer Lawabdar,Paratha Plain,Raita,Roti,Subzi Sunheri,TOMATO SOUP,Tonic Water,Virgin Mojito",
Detail,2023-08-19 21:57:07+00:00,1040,MK,,Cash,650.0,5.0,32.5,,,12,Dine in,ABSOLUT,
