Raw_Material,DayOfWeek,Unit,Total_Amount_Past_30days,Avg_Quantity_Current_Month,Avg_Quantity_Previous_Three_Months,Quantity_Change,PercentageChange
Almond,Wednesday,Kg,851.2,1.0,1.0,0.0,0.0
Dolly Paper Small,Friday,PKT,849.6,12.0,9.666666666666668,2.333333333333332,24.14
Bell Papper Yellow,Monday,Kg,840.0,1.5,1.7692307692307694,-0.2692307692307694,-15.22
Coconut Big,Friday,PCS,840.0,12.0,17.857142857142858,-5.857142857142858,-32.8
Diet Coke,Saturday,CAN,840.0,24.0,60.0,-36.0,-60.0
Tahina Paste,Tuesday,Kg,834.508,1.0,1.0,0.0,0.0
Hand Gloves Surgical,Friday,PKT,826.0,2.0,2.0,0.0,0.0
Paper Straw,Tuesday,PKT,826.0,20.0,9.0,11.0,122.22
Green Lemon,Tuesday,Kg,825.0,5.5,4.7,0.7999999999999998,17.02
Baby Corn,Sunday,Kg,819.0,1.625,1.5384615384615385,0.08653846153846145,5.62
7 Up,Monday,BTL,816.005,48.0,24.0,24.0,100.0
American Corn,Sunday,Kg,814.0,2.75,2.2083333333333335,0.5416666666666665,24.53
Chicken Masala,Thursday,PKT,812.6999999999999,4.5,4.666666666666667,-0.16666666666666696,-3.57
Elaichi Bananas,Saturday,Kg,808.5,1.8375000000000001,2.972727272727272,-1.135227272727272,-38.19
Silver Container 450 Ml,Monday,PKT,806.4,3.0,3.0,0.0,0.0
Bell Papper Yellow,Wednesday,Kg,805.0,1.15,0.7307692307692307,0.4192307692307692,57.37
Banana Leaf,Saturday,PCS,800.0,25.0,23.07692307692308,1.9230769230769198,8.33
Oreo Biscuit,Tuesday,PKT,800.0,40.0,17.636363636363637,22.363636363636363,126.8
Steam Noodles,Sunday,Kg,800.0,3.3333333333333335,3.0,0.3333333333333335,11.11
Assam Tea,Monday,PKT,799.0,1.0,2.0,-1.0,-50.0
Assam Tea,Tuesday,PKT,799.0,1.0,1.0,0.0,0.0
Pitambari,Monday,PKT,792.96,24.0,20.0,4.0,20.0
Pitambari,Saturday,PKT,792.96,24.0,22.0,2.0,9.09
Register Book,Tuesday,NOS,790.0,4.0,6.0,-2.0,-33.33
Asparagus,Saturday,Kg,780.0,0.75,0.5,0.25,50.0
Broccoli,Tuesday,Kg,780.0,1.0,1.9615384615384615,-0.9615384615384615,-49.02
Veg Mayonnaise,Wednesday,BTL,772.8,6.0,4.666666666666667,1.333333333333333,28.57
Rawas Fish,Thursday,Kg,770.0,1.4,4.166666666666667,-2.766666666666667,-66.4
Green Chilly,Thursday,Kg,769.5,2.7,2.9285714285714284,-0.2285714285714282,-7.8
Cabbage,Thursday,Kg,768.0,4.8,4.230769230769231,0.569230769230769,13.45
Daliya,Wednesday,Kg,768.0,3.0,3.3749999999999996,-0.37499999999999956,-11.11
French Fries 9mm,Tuesday,PKT,764.12,2.0,1.8,0.19999999999999996,11.11
Green Peas,Friday,PKT,760.0,4.0,2.5999999999999996,1.4000000000000004,53.85
Wafer Potatos,Tuesday,Kg,758.0,8.0,9.222222222222221,-1.2222222222222214,-13.25
Khas Khas,Thursday,Kg,756.0,0.5,0.25,0.25,100.0
Mop Refill,Saturday,NOS,755.2,4.0,4.666666666666667,-0.666666666666667,-14.29
Silver Container 750 Ml,Saturday,PKT,755.2,2.0,3.0,-1.0,-33.33
Bombil,Thursday,Kg,750.0,2.5,2.95,-0.4500000000000002,-15.25
Idli Rava,Wednesday,Kg,740.0,7.5,8.333333333333334,-0.8333333333333339,-10.0
Bor Chilli,Wednesday,Kg,735.0,1.0,2.0,-1.0,-50.0
Yellow Chilli Powder,Saturday,Kg,735.0,0.5,0.5,0.0,0.0
Apple,Sunday,Kg,720.0,1.3333333333333333,1.3333333333333335,-2.220446049250313e-16,-0.0
Chinese Cabbage,Thursday,Kg,720.0,1.2,0.576923076923077,0.623076923076923,108.0
Chopsuey Noodles,Tuesday,Kg,720.0,3.0,2.888888888888889,0.11111111111111116,3.85
Green Chilly,Monday,Kg,712.5,3.125,3.076923076923077,0.048076923076922906,1.56
Caustic Soda,Monday,PKT,708.0,6.0,5.0,1.0,20.0
Caustic Soda,Tuesday,PKT,708.0,6.0,5.5,0.5,9.09
Dolly Paper Small,Monday,PKT,708.0,10.0,20.0,-10.0,-50.0
Garbage Bags Small,Sunday,NOS,708.0,12.0,12.0,0.0,0.0
Glucose Liquid,Friday,BTL,708.0,5.0,5.0,0.0,0.0
Cauliflower,Friday,Kg,704.0,4.0,3.0,1.0,33.33
American Corn,Saturday,Kg,703.0,2.375,2.090909090909091,0.28409090909090917,13.59
Coconut Big,Tuesday,PCS,700.0,10.0,11.777777777777777,-1.7777777777777768,-15.09
Eno Regular,Wednesday,BTL,700.0,4.0,4.0,0.0,0.0
Phulka Atta,Wednesday,Kg,700.0,5.0,5.0,0.0,0.0
Spring Onion,Thursday,Kg,700.0,2.8,2.107142857142857,0.6928571428571426,32.88
Baby Corn,Saturday,Kg,693.0,1.8333333333333333,1.5769230769230766,0.2564102564102566,16.26
Hariyali Mawa,Tuesday,Kg,693.0,2.0,1.0,1.0,100.0
Honey,Saturday,BTL,686.028,2.0,2.0,0.0,0.0
Banana Leaf,Friday,PCS,680.0,21.25,23.636363636363637,-2.3863636363636367,-10.1
Banana Leaf,Thursday,PCS,680.0,17.0,15.833333333333332,1.1666666666666679,7.37
Capsicum,Friday,Kg,676.0,3.25,3.7307692307692304,-0.4807692307692304,-12.89
Olives Black Pitted Kitchen,Saturday,TIN,675.864,1.0,1.0,0.0,0.0
Iceberg Lettuce,Saturday,Kg,675.0,2.25,0.9722222222222222,1.2777777777777777,131.43
Iceberg Lettuce,Sunday,Kg,675.0,1.125,1.3181818181818181,-0.19318181818181812,-14.66
Hing Powder,Saturday,BTL,659.4,4.0,6.0,-2.0,-33.33
Hing Powder,Thursday,BTL,659.4,4.0,5.0,-1.0,-20.0
Bread Crumbs Penko,Monday,Kg,654.78,5.0,4.25,0.75,17.65
Bread Crumbs Penko,Wednesday,Kg,654.78,5.0,4.5,0.5,11.11
Butter Scotch Ice Cream,Tuesday,LTR,650.248,4.0,4.0,0.0,0.0
Capsicum,Tuesday,Kg,650.0,3.125,2.5384615384615383,0.5865384615384617,23.11
Spring Onion,Saturday,Kg,650.0,3.25,3.3461538461538463,-0.09615384615384626,-2.87
Spring Onion,Sunday,Kg,650.0,3.25,3.1923076923076925,0.05769230769230749,1.81
Spring Onion,Wednesday,Kg,650.0,2.6,2.1538461538461537,0.44615384615384635,20.71
Nature Jaggery,Saturday,PKT,642.5999999999999,4.5,3.5,1.0,28.57
Banana Leaf,Sunday,PCS,640.0,20.0,23.846153846153843,-3.846153846153843,-16.13
Banana Leaf,Tuesday,PCS,640.0,20.0,17.307692307692307,2.6923076923076934,15.56
Banana Leaf,Wednesday,PCS,640.0,16.0,20.0,-4.0,-20.0
Green Zucchini,Sunday,Kg,638.0,1.375,1.409090909090909,-0.03409090909090895,-2.42
Castor Sugar,Wednesday,Kg,630.0,5.0,8.333333333333332,-3.333333333333332,-40.0
Kishmish,Thursday,Kg,630.0,1.0,0.875,0.125,14.29
Kokum,Thursday,Kg,630.0,1.0,1.0,0.0,0.0
Cheese Mascarpone,Monday,Kg,628.066,0.8,1.0,-0.19999999999999996,-20.0
Green Chilly,Saturday,Kg,627.0,2.75,3.230769230769231,-0.48076923076923084,-14.88
Green Chilly,Tuesday,Kg,627.0,2.75,2.6153846153846154,0.13461538461538458,5.15
Green Chilly,Wednesday,Kg,627.0,2.2,2.8846153846153846,-0.6846153846153844,-23.73
White Vinegar,Friday,BTL,625.944,6.0,6.0,0.0,0.0
Chicken Tandoori,Tuesday,Kg,624.0,2.6,2.4,0.20000000000000018,8.33
Chilli Sauce,Tuesday,BTL,623.66,12.0,6.0,6.0,100.0
Avocado Imp,Friday,Kg,616.0,0.7,0.6000000000000001,0.09999999999999987,16.67
Dolly Paper Small,Saturday,PKT,616.0,10.0,19.0,-9.0,-47.37
Cabbage,Monday,Kg,608.0,4.75,4.384615384615384,0.36538461538461586,8.33
Chinese Cabbage,Saturday,Kg,600.0,1.25,0.8461538461538461,0.40384615384615385,47.73
Chinese Cabbage,Sunday,Kg,600.0,1.25,0.9166666666666666,0.33333333333333337,36.36
Khichiya Papad,Friday,PKT,600.0,6.0,5.0,1.0,20.0
Spring Onion,Monday,Kg,600.0,3.0,2.4230769230769234,0.5769230769230766,23.81
Havmor Chocolate Ice Cream,Saturday,LTR,599.995,5.0,5.0,0.0,0.0
Sweet Corn Cream,Wednesday,TIN,595.75,8.0,6.0,2.0,33.33
American Corn,Monday,Kg,592.0,2.0,2.3846153846153846,-0.3846153846153846,-16.13
Caustic Soda,Friday,PKT,590.0,5.0,5.0,0.0,0.0
Plastic Cont With Lid 30 Ml,Saturday,PKT,590.0,10.0,10.0,0.0,0.0
Plastic Cont With Lid 30 Ml,Tuesday,PKT,590.0,10.0,10.0,0.0,0.0
Bombil,Sunday,Kg,585.0,3.9,3.8,0.10000000000000009,2.63
Green Zucchini,Saturday,Kg,580.0,1.25,1.1500000000000001,0.09999999999999987,8.7
Idli Wada,Monday,PCS,580.0,8.0,7.615384615384616,0.38461538461538414,5.05
Idli Wada,Tuesday,PCS,580.0,8.0,9.352941176470589,-1.3529411764705888,-14.47
Yellow Zucchini,Saturday,Kg,580.0,1.25,1.0454545454545454,0.20454545454545459,19.57
Apple,Friday,Kg,576.0,1.6,1.8636363636363638,-0.26363636363636367,-14.15
Sweet Lemon,Tuesday,Kg,576.0,7.2,7.0,0.20000000000000018,2.86
Spring Onion,Friday,Kg,575.0,2.875,2.769230769230769,0.10576923076923084,3.82
Strawberry Ice Cream,Tuesday,LTR,570.012,4.0,4.0,0.0,0.0
Green Chilly,Friday,Kg,570.0,2.5,2.769230769230769,-0.26923076923076916,-9.72
Millennium Kulfi,Saturday,PCS,566.4,12.0,12.0,0.0,0.0
Skull Cap,Friday,PKT,566.4,6.0,9.0,-3.0,-33.33
Steel Scrubber,Monday,PCS,566.4,24.0,18.0,6.0,33.33
Havmor Butterscotch Ice Cream,Saturday,LTR,560.005,5.0,5.0,0.0,0.0
Brinjal Big,Sunday,Kg,560.0,2.3333333333333335,2.0,0.3333333333333335,16.67
Chopsuey Noodles,Friday,Kg,560.0,3.5,4.0,-0.5,-12.5
Imli,Thursday,Kg,560.0,2.0,2.2,-0.20000000000000018,-9.09
Bombil,Tuesday,Kg,555.0,3.7,3.0,0.7000000000000002,23.33
Rice Atta,Wednesday,Kg,550.0,5.0,5.0,0.0,0.0
Celery Leaves,Wednesday,Kg,540.0,0.9,0.6136363636363636,0.2863636363636364,46.67
Chilli Sauce,Wednesday,BTL,534.688,10.0,11.0,-1.0,-9.09
Methi Fresh,Monday,Kg,528.0,2.75,2.1923076923076925,0.5576923076923075,25.44
Snow Peas,Saturday,Kg,525.0,0.25,0.25,0.0,0.0
Snow Peas,Sunday,Kg,525.0,0.25,0.25,0.0,0.0
Snow Peas,Wednesday,Kg,525.0,0.25,0.28125,-0.03125,-11.11
Green Zucchini,Monday,Kg,522.0,1.125,0.9615384615384615,0.16346153846153855,17.0
Pok Choy,Thursday,Kg,522.0,0.9,0.7857142857142858,0.11428571428571421,14.55
Asparagus,Sunday,Kg,520.0,0.5,0.6666666666666666,-0.16666666666666663,-25.0
Ginger,Friday,Kg,518.0,1.75,1.923076923076923,-0.1730769230769229,-9.0
Ginger,Sunday,Kg,518.0,1.75,2.1538461538461537,-0.40384615384615374,-18.75
Cabbage,Wednesday,Kg,512.0,3.2,2.8000000000000003,0.3999999999999999,14.29
Sambhar Masala,Friday,PKT,511.358,4.5,4.0,0.5,12.5
Muskmelon,Wednesday,Kg,511.0,2.433333333333333,1.8,0.6333333333333331,35.19
Celery Leaves,Monday,Kg,510.0,1.0625,0.7708333333333333,0.29166666666666674,37.84
Bread Crumbs Penko,Sunday,Kg,507.572,4.0,4.0,0.0,0.0
Avocado Imp,Saturday,Kg,504.0,0.6,0.5,0.09999999999999998,20.0
Baby Corn,Tuesday,Kg,504.0,1.3333333333333333,1.2272727272727273,0.10606060606060597,8.64
Baby Corn,Wednesday,Kg,504.0,1.0,0.8888888888888888,0.11111111111111116,12.5
Sada Mawa,Saturday,Kg,504.0,0.75,0.5833333333333334,0.16666666666666663,28.57
Bread Crumbs Penko,Saturday,Kg,502.528,4.0,5.333333333333333,-1.333333333333333,-25.0
Spring Onion,Tuesday,Kg,500.0,2.5,2.1153846153846154,0.3846153846153846,18.18
Nature Jaggery,Thursday,PKT,499.8,3.5,3.8,-0.2999999999999998,-7.89
Havmor Vanilla Ice Cream,Saturday,LTR,496.002,5.0,5.0,0.0,0.0
Roasted Almond Slice Kulfi,Sunday,PCS,495.6,10.0,5.0,5.0,100.0
Cauliflower,Sunday,Kg,484.0,2.75,2.5416666666666665,0.20833333333333348,8.2
Badi Sunf,Thursday,Kg,483.0,2.0,1.5,0.5,33.33
Banana Leaf,Monday,PCS,480.0,15.0,17.5,-2.5,-14.29
Chopsuey Noodles,Saturday,Kg,480.0,2.0,3.5714285714285716,-1.5714285714285716,-44.0
Chopsuey Noodles,Thursday,Kg,480.0,2.0,3.666666666666667,-1.666666666666667,-45.45
Chopsuey Noodles,Wednesday,Kg,480.0,3.0,2.0,1.0,50.0
Steam Noodles,Saturday,Kg,480.0,2.0,2.8,-0.7999999999999998,-28.57
Steam Noodles,Thursday,Kg,480.0,2.0,3.0,-1.0,-33.33
Steam Noodles,Tuesday,Kg,480.0,2.0,3.0,-1.0,-33.33
Sambhar Masala,Saturday,PKT,478.8,6.0,6.0,0.0,0.0
Gulab Badam Slice Kulfi,Thursday,PCS,472.0,10.0,10.0,0.0,0.0
Wafer Chips,Sunday,PKT,470.0,2.0,2.0,0.0,0.0
Cabbage,Saturday,Kg,464.0,3.625,4.076923076923077,-0.45192307692307665,-11.08
Pok Choy,Sunday,Kg,464.0,1.0,0.9615384615384615,0.03846153846153855,4.0
Yellow Zucchini,Sunday,Kg,464.0,1.0,1.3499999999999999,-0.34999999999999987,-25.93
Black Pepper Whole,Saturday,Kg,462.0,0.5,0.5,0.0,0.0
Black Pepper Whole,Thursday,Kg,462.0,0.5,0.5,0.0,0.0
Cauliflower,Saturday,Kg,462.0,2.625,2.541666666666667,0.08333333333333304,3.28
Capsico Sauce,Friday,BTL,461.26,6.0,12.0,-6.0,-50.0
Capsico Sauce,Wednesday,BTL,461.26,6.0,12.0,-6.0,-50.0
Sabudana,Wednesday,Kg,450.0,5.0,4.2,0.7999999999999998,19.05
Wafer Chips,Friday,PKT,450.0,2.0,2.3333333333333335,-0.3333333333333335,-14.29
Wafer Chips,Saturday,PKT,450.0,2.0,2.0,0.0,0.0
Wafer Chips,Thursday,PKT,450.0,2.0,2.0,0.0,0.0
Wafer Chips,Wednesday,PKT,450.0,2.0,2.0,0.0,0.0
Cabbage,Sunday,Kg,448.0,3.5,4.1923076923076925,-0.6923076923076925,-16.51
Sweet Corn Cream,Monday,TIN,446.812,6.0,6.0,0.0,0.0
Rai,Saturday,Kg,446.25,2.5,1.5,1.0,66.67
Ginger,Tuesday,Kg,444.0,1.5,2.1153846153846154,-0.6153846153846154,-29.09
Teriyaki Sauce,Friday,BTL,443.184,2.0,2.0,0.0,0.0
Papaya,Monday,Kg,442.0,2.7625,2.92,-0.15749999999999975,-5.39
Papaya,Wednesday,Kg,442.0,2.21,3.1923076923076925,-0.9823076923076925,-30.77
Dhaniya Whole,Thursday,Kg,441.0,1.5,2.0,-0.5,-25.0
Cauliflower,Monday,Kg,440.0,2.5,4.3076923076923075,-1.8076923076923075,-41.96
Wonton Patta,Wednesday,PKT,440.0,4.0,2.0,2.0,100.0
Khajur,Thursday,Kg,436.8,3.0,2.6666666666666665,0.3333333333333335,12.5
Peanut Roasted,Wednesday,Kg,436.8,2.0,3.0,-1.0,-33.33
Papaya,Sunday,Kg,432.0,2.6999999999999997,2.566666666666667,0.13333333333333286,5.19
Sweet Corn Cream,Friday,TIN,430.484,6.0,5.333333333333333,0.666666666666667,12.5
Ginger,Wednesday,Kg,428.0,1.1,1.7083333333333333,-0.6083333333333332,-35.61
Muskmelon,Sunday,Kg,427.0,2.0333333333333337,2.541666666666667,-0.5083333333333333,-20.0
Rich Cooking Cream,Thursday,PKT,425.886,2.0,3.0,-1.0,-33.33
Peri Peri Masala,Wednesday,Kg,421.736,1.0,2.0,-1.0,-50.0
Imli,Saturday,Kg,420.0,1.5,2.0,-0.5,-25.0
Papaya,Saturday,Kg,420.0,3.5,2.618181818181818,0.8818181818181818,33.68
Star Fool,Thursday,Kg,420.0,0.5,0.5,0.0,0.0
Star Fool,Wednesday,Kg,420.0,0.5,0.5,0.0,0.0
Penne Pasta,Wednesday,PKT,414.624,4.0,4.0,0.0,0.0
Paper Straw,Thursday,PKT,413.0,10.0,20.0,-10.0,-50.0
7 Up,Thursday,BTL,408.002,24.0,24.0,0.0,0.0
7 Up,Tuesday,BTL,408.002,24.0,24.0,0.0,0.0
Pepsi,Monday,BTL,408.002,24.0,24.0,0.0,0.0
Pepsi,Tuesday,BTL,408.002,24.0,24.0,0.0,0.0
American Corn,Friday,Kg,407.0,1.375,2.2727272727272725,-0.8977272727272725,-39.5
American Corn,Thursday,Kg,407.0,1.1,1.6666666666666665,-0.5666666666666664,-34.0
Green Zucchini,Friday,Kg,406.0,0.875,1.0416666666666667,-0.16666666666666674,-16.0
Green Zucchini,Thursday,Kg,406.0,0.875,1.1666666666666667,-0.29166666666666674,-25.0
Pok Choy,Saturday,Kg,406.0,0.875,1.0384615384615385,-0.16346153846153855,-15.74
Yellow Zucchini,Friday,Kg,406.0,1.1666666666666667,0.9230769230769231,0.2435897435897436,26.39
Yellow Zucchini,Monday,Kg,406.0,1.1666666666666667,0.8461538461538461,0.3205128205128206,37.88
Yellow Zucchini,Thursday,Kg,406.0,0.875,1.05,-0.17500000000000004,-16.67
Paper Straw,Sunday,PKT,403.2,12.0,10.0,2.0,20.0
Oreo Biscuit,Saturday,PKT,400.0,20.0,15.0,5.0,33.33
Pomegranate (anar),Tuesday,Kg,400.0,1.0,0.5,0.5,100.0
White Phenyle,Monday,LTR,396.48,12.0,9.75,2.25,23.08
White Phenyle,Tuesday,LTR,396.48,12.0,11.0,1.0,9.09
French Fries 9mm,Thursday,PKT,393.064,1.0,1.5,-0.5,-33.33
Pineapple Juice,Friday,PKT,392.28,4.0,36.0,-32.0,-88.89
Raddish,Wednesday,Kg,391.0,2.875,2.5,0.375,15.0
Pineapple Slice,Wednesday,TIN,390.768,4.0,3.0,1.0,33.33
Idli Wada,Thursday,PCS,390.0,8.0,8.333333333333334,-0.3333333333333339,-4.0
Tofu,Tuesday,Kg,390.0,0.75,0.8333333333333334,-0.08333333333333337,-10.0
Cabbage,Friday,Kg,384.0,3.0,3.846153846153846,-0.8461538461538458,-22.0
Cabbage,Tuesday,Kg,384.0,3.0,3.75,-0.75,-20.0
Chicken Tandoori,Friday,Kg,384.0,1.6,2.35,-0.75,-31.91
Chicken Tandoori,Saturday,Kg,384.0,1.6,1.7,-0.09999999999999987,-5.88
Methi Fresh,Friday,Kg,384.0,2.0,1.7692307692307692,0.23076923076923084,13.04
Methi Fresh,Sunday,Kg,384.0,2.0,2.107142857142857,-0.1071428571428572,-5.08
Chicken Carcass (haddi),Thursday,Kg,380.0,6.333333333333333,5.875000000000001,0.45833333333333215,7.8
Fresh Basil,Sunday,Kg,378.0,0.75,0.6818181818181819,0.06818181818181812,10.0
Mop Refill,Friday,NOS,377.6,4.0,4.2,-0.20000000000000018,-4.76
Mop Refill,Sunday,NOS,377.6,4.0,2.0,2.0,100.0
Tomato Ketchup Sachet,Friday,PKT,377.194,5.0,4.0,1.0,25.0
Bread Crumbs Penko,Friday,Kg,376.647,3.0,4.4,-1.4000000000000004,-31.82
Orange Marmalade 15gm,Tuesday,PKT,375.2,100.0,100.0,0.0,0.0
Avocado Imp,Monday,Kg,375.0,0.5,0.75,-0.25,-33.33
Avocado Imp,Wednesday,Kg,375.0,0.5,0.5,0.0,0.0
8 To 9 Sauce,Wednesday,BTL,373.878,6.0,8.0,-2.0,-25.0
American Corn,Wednesday,Kg,370.0,1.6666666666666667,1.1363636363636365,0.5303030303030303,46.67
Ginger & Lime Cordial,Wednesday,BTL,369.6,2.0,2.0,0.0,0.0
Mix Fruit Jam 15 Gm,Tuesday,PCS,364.0,100.0,100.0,0.0,0.0
Meat Masala,Thursday,PKT,361.2,4.0,4.0,0.0,0.0
Celery Leaves,Thursday,Kg,360.0,0.6,0.8653846153846154,-0.26538461538461544,-30.67
Chinese Cabbage,Monday,Kg,360.0,0.75,0.7916666666666667,-0.04166666666666674,-5.26
Sev,Saturday,Kg,360.0,1.5,5.0,-3.5,-70.0
Cranberry Juice,Saturday,LTR,358.779,3.0,3.0,0.0,0.0
Red Cabbage,Thursday,Kg,356.0,1.0,1.0,0.0,0.0
Paper Straw,Monday,PKT,354.0,10.0,40.0,-30.0,-75.0
Churma Atta,Wednesday,Kg,350.0,5.0,5.0,0.0,0.0
Mint Leaves,Thursday,Kg,350.0,1.4,1.0,0.3999999999999999,40.0
Pok Choy,Friday,Kg,348.0,0.75,0.9999999999999999,-0.2499999999999999,-25.0
Pok Choy,Monday,Kg,348.0,0.75,0.9230769230769231,-0.17307692307692313,-18.75
Pok Choy,Tuesday,Kg,348.0,0.75,0.7916666666666666,-0.04166666666666663,-5.26
Pok Choy,Wednesday,Kg,348.0,0.6,0.5,0.09999999999999998,20.0
Hariyali Mawa,Sunday,Kg,346.5,1.0,2.0,-1.0,-50.0
Dhaniya Powder,Thursday,Kg,336.0,2.0,2.0,0.0,0.0
Kishmish,Saturday,Kg,336.0,1.0,1.0,0.0,0.0
Methi Fresh,Saturday,Kg,336.0,1.75,1.9230769230769231,-0.17307692307692313,-9.0
Muskmelon,Friday,Kg,336.0,2.4,1.9785714285714286,0.42142857142857126,21.3
Sada Mawa,Monday,Kg,336.0,0.5,1.0,-0.5,-50.0
Sada Mawa,Thursday,Kg,336.0,0.5,0.625,-0.125,-20.0
Soya Keema,Wednesday,Kg,330.0,3.0,3.8,-0.7999999999999998,-21.05
Fresh Basil,Thursday,Kg,327.6,0.48749999999999993,0.7090909090909091,-0.22159090909090917,-31.25
Fresh Red Chilly,Monday,Kg,325.0,0.625,0.5153846153846153,0.10961538461538467,21.27
Fresh Red Chilly,Thursday,Kg,325.0,0.5,0.5,0.0,0.0
Brinjal Big,Monday,Kg,320.0,2.0,2.2222222222222223,-0.22222222222222232,-10.0
Chicken Carcass (haddi),Friday,Kg,320.0,8.0,6.4,1.5999999999999996,25.0
Steam Noodles,Friday,Kg,320.0,4.0,2.75,1.25,45.45
Steam Noodles,Wednesday,Kg,320.0,2.0,3.0,-1.0,-33.33
Mint Leaves,Wednesday,Kg,312.5,1.25,1.0769230769230769,0.17307692307692313,16.07
Methi Fresh,Thursday,Kg,312.0,1.3,1.8076923076923077,-0.5076923076923077,-28.09
Sesame Oil,Friday,BTL,308.154,1.0,1.0,0.0,0.0
Avocado Imp,Tuesday,Kg,308.0,0.35,0.6,-0.25,-41.67
Celery Leaves,Sunday,Kg,300.0,0.625,0.9318181818181819,-0.3068181818181819,-32.93
Chinese Cabbage,Friday,Kg,300.0,0.8333333333333334,0.9230769230769231,-0.08974358974358976,-9.72
Chinese Cabbage,Tuesday,Kg,300.0,0.8333333333333334,0.75,0.08333333333333337,11.11
Iceberg Lettuce,Wednesday,Kg,300.0,1.0,1.0416666666666665,-0.04166666666666652,-4.0
Mint Leaves,Friday,Kg,300.0,1.5,1.2115384615384617,0.2884615384615383,23.81
Ukda Rice Brown,Thursday,Kg,296.0,3.7,2.0,1.7000000000000002,85.0
Sweet Corn Cream,Thursday,TIN,294.56,4.0,4.0,0.0,0.0
Dhaniya Whole,Wednesday,Kg,294.0,2.0,1.5,0.5,33.33
Fresh Basil,Monday,Kg,294.0,0.875,0.75,0.125,16.67
Fresh Basil,Wednesday,Kg,294.0,0.875,0.4375,0.4375,100.0
Khajur,Saturday,Kg,291.2,2.0,3.0,-1.0,-33.33
Khajur,Wednesday,Kg,291.2,2.0,3.0,-1.0,-33.33
Idli Wada,Saturday,PCS,290.0,8.0,8.333333333333336,-0.3333333333333357,-4.0
Nature Jaggery,Wednesday,PKT,285.6,4.0,4.0,0.0,0.0
Drum Stick,Friday,Kg,285.0,1.5,1.0,0.5,50.0
Drum Stick,Wednesday,Kg,285.0,1.5,1.3333333333333333,0.16666666666666674,12.5
Steel Scrubber,Friday,PCS,283.2,24.0,23.42857142857143,0.5714285714285694,2.44
Papaya,Friday,Kg,280.0,2.3333333333333335,2.933333333333333,-0.5999999999999996,-20.45
Sweet Potato,Thursday,Kg,280.0,2.0,2.0,0.0,0.0
Laung,Saturday,Kg,275.625,0.25,0.5,-0.25,-50.0
Chicken Masala,Saturday,PKT,270.9,3.0,4.0,-1.0,-25.0
Celery Leaves,Friday,Kg,270.0,0.5625,0.9423076923076923,-0.3798076923076923,-40.31
Celery Leaves,Saturday,Kg,270.0,0.5625,0.7499999999999999,-0.1874999999999999,-25.0
Rai,Wednesday,Kg,267.75,3.0,2.0,1.0,50.0
Cauliflower,Wednesday,Kg,264.0,1.5,2.5555555555555554,-1.0555555555555554,-41.3
Snow Peas,Thursday,Kg,262.5,0.25,0.25,0.0,0.0
Asparagus,Thursday,Kg,260.0,0.5,0.5,0.0,0.0
Chicken Carcass (haddi),Wednesday,Kg,260.0,4.333333333333333,5.25,-0.916666666666667,-17.46
Fresh Red Chilly,Friday,Kg,260.0,0.5,0.5454545454545454,-0.045454545454545414,-8.33
Fresh Red Chilly,Saturday,Kg,260.0,0.5,0.5384615384615384,-0.038461538461538436,-7.14
Fresh Red Chilly,Sunday,Kg,260.0,0.5,0.5,0.0,0.0
Fresh Red Chilly,Tuesday,Kg,260.0,0.5,0.5,0.0,0.0
Fresh Red Chilly,Wednesday,Kg,260.0,0.5,0.5,0.0,0.0
Tofu,Friday,Kg,260.0,1.0,1.0,0.0,0.0
Muskmelon,Tuesday,Kg,259.0,1.85,2.6149999999999998,-0.7649999999999997,-29.25
Steel Scrubber,Tuesday,PCS,254.88,24.0,24.0,0.0,0.0
Check Duster,Monday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Saturday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Tuesday,PCS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Monday,NOS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Saturday,NOS,252.0,24.0,16.0,8.0,50.0
Floor Duster,Tuesday,NOS,252.0,24.0,15.0,9.0,60.0
Fresh Basil,Saturday,Kg,252.0,0.375,0.625,-0.25,-40.0
Muskmelon,Monday,Kg,252.0,1.8,2.6666666666666665,-0.8666666666666665,-32.5
Jalepenos Slice,Thursday,TIN,247.206,1.0,1.0,0.0,0.0
Jalepenos Slice,Tuesday,TIN,247.206,1.0,1.0,0.0,0.0
Baby Potato,Saturday,Kg,240.0,1.6666666666666667,1.4,0.26666666666666683,19.05
Methi Fresh,Wednesday,Kg,240.0,1.25,1.409090909090909,-0.15909090909090895,-11.29
Rajma Chitra,Thursday,Kg,240.0,1.0,5.666666666666666,-4.666666666666666,-82.35
Sweet Chilly Sauce,Monday,BTL,238.392,1.0,1.0,0.0,0.0
Raddish,Monday,Kg,238.0,2.3333333333333335,2.5,-0.16666666666666652,-6.67
Drum Stick,Sunday,Kg,237.5,1.25,1.0,0.25,25.0
Mint Leaves,Tuesday,Kg,237.5,1.1875,0.8076923076923077,0.3798076923076923,47.02
Gulab Badam Slice Kulfi,Monday,PCS,236.0,5.0,10.0,-5.0,-50.0
Green Zucchini,Wednesday,Kg,232.0,0.5,0.5,0.0,0.0
