Raw_Material,Category,Sub_Category,HSN_Code,Sap_Code,Unit,Date,Closing
Mop Set,Non Food,H.k Materials,0,,NOS,2024-07-31,1.0
Mop Rod,Non Food,H.k Materials,0,,NOS,2024-07-31,3.0
Mop Refill,Non Food,H.k Materials,0,,NOS,2024-07-31,2.0
Mop Clip,Non Food,H.k Materials,0,,NOS,2024-07-31,1.0
Hard Broom,Non Food,H.k Materials,0,,NOS,2024-07-31,4.0
Glass Wiper,Non Food,H.k Materials,0,,NOS,2024-07-31,1.0
Garbage Bags Small,Non Food,H.k Materials,0,,NOS,2024-07-31,0.0
Garbage Bags Medium,Non Food,H.k Materials,0,,NOS,2024-07-31,12.0
Garbage Bags Large,Non Food,H.k Materials,0,,NOS,2024-07-31,0.0
Floor Duster,Non Food,H.k Materials,0,,NOS,2024-07-31,6.0
Dustpan (supri),Non Food,H.k Materials,0,,NOS,2024-07-31,0.0
Ceiling Broom,Non Food,H.k Materials,0,,NOS,2024-07-31,8.0
Paper Bag Small,Non Food,Disposable,0,,NOS,2024-07-31,200.0
Paper Bag Big,Non Food,Disposable,0,,NOS,2024-07-31,150.0
Lunch Box Small,Non Food,Disposable,0,,NOS,2024-07-31,0.0
Lunch Box Big,Non Food,Disposable,0,,NOS,2024-07-31,1000.0
Heat Sealable Bag Small,Non Food,Disposable,0,,NOS,2024-07-31,0.0
Face Tissue,Non Food,Disposable,0,,NOS,2024-07-31,0.0
Butter Paper,Non Food,Disposable,0,,NOS,2024-07-31,0.0
Pet Bottle,Non Food,Disposable,0,,PCS,2024-07-31,100.0
Hand Towel,Non Food,Others,0,,PCS,2024-07-31,0.0
Shoe Shine Box,Non Food,H.k Materials,0,,PCS,2024-07-31,0.0
Shaving Kit,Non Food,H.k Materials,0,,PCS,2024-07-31,0.0
Check Duster,Non Food,,0,,PCS,2024-07-31,17.0
Box File,Non Food,,0,,PCS,2024-07-31,4.0
Steel Scrubber,Non Food,U.t Materials,0,,PCS,2024-07-31,14.0
Urine Mat,Non Food,H.k Materials,0,,PCS,2024-07-31,2.0
Toilet Hockey Brush,Non Food,H.k Materials,0,,PCS,2024-07-31,2.0
Mop Refill 300 Gm,Non Food,H.k Materials,0,,PCS,2024-07-31,4.0
Dental Kit,Non Food,H.k Materials,0,,PCS,2024-07-31,0.0
Comb,Non Food,H.k Materials,0,,PCS,2024-07-31,0.0
Bathing Bar (soap),Non Food,H.k Materials,0,,PCS,2024-07-31,0.0
Wonder Wipe,Non Food,Disposable,0,,PCS,2024-07-31,30.0
Silver Foil,Non Food,Disposable,0,,PCS,2024-07-31,4.0
Coffee Cups 250 Ml,Non Food,Disposable,0,,PCS,2024-07-31,150.0
Coffee Cup Lid 450 Ml,Non Food,Disposable,0,,PCS,2024-07-31,1925.0
Coffee Cup Lid 350 Ml,Non Food,Disposable,0,,PCS,2024-07-31,1725.0
Coffee Cup Lid 250 Ml,Non Food,Disposable,0,,PCS,2024-07-31,2550.0
Coffee Cup 350 Ml,Non Food,Disposable,0,,PCS,2024-07-31,1529.0
Cake Box Small,Non Food,Disposable,0,,PCS,2024-07-31,0.0
Cake Box Big,Non Food,Disposable,0,,PCS,2024-07-31,0.0
Hand Gloves Surgical,Non Food,Disposable,0,,PKT,2024-07-31,2.0
Kirana Bag,Non Food,,0,,PKT,2024-07-31,1.0
Good Night Mosquito,Non Food,,0,,PKT,2024-07-31,0.0
Envelope,Non Food,,0,,PKT,2024-07-31,25.0
Surf Powder,Non Food,U.t Materials,0,,PKT,2024-07-31,0.0
Pitambari,Non Food,U.t Materials,0,,PKT,2024-07-31,11.0
Caustic Soda,Non Food,U.t Materials,0,,PKT,2024-07-31,3.0
Toilet Round Brush,Non Food,H.k Materials,0,,PKT,2024-07-31,1.0
Toilet Roll,Non Food,H.k Materials,0,,PKT,2024-07-31,22.0
Naphthalene,Non Food,H.k Materials,0,,PKT,2024-07-31,18.0
Ettarra Coasters,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Tenone Stickers,Non Food,Disposable,0,,PKT,2024-07-31,7000.0
Tenone Coasters,Non Food,Disposable,0,,PKT,2024-07-31,5000.0
Melting Pot Stickers,Non Food,Disposable,0,,PKT,2024-07-31,5000.0
Melting Pot Coasters,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Wooden Stirrer,Non Food,Disposable,0,,PKT,2024-07-31,2.0
Wooden Spoon,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Wooden Fork,Non Food,Disposable,0,,PKT,2024-07-31,4.0
Tooth Pick Taj,Non Food,Disposable,0,,PKT,2024-07-31,2.0
Tooth Pick 500 Pc,Non Food,Disposable,0,,PKT,2024-07-31,13.0
Tissue Paper Ten One,Non Food,Disposable,0,,PKT,2024-07-31,220.0
Tissue Paper Melting Pot,Non Food,Disposable,0,,PKT,2024-07-31,140.0
Tissue Paper Ettarra,Non Food,Disposable,0,,PKT,2024-07-31,58.0
Straws,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Stirrers With Logo Small,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Stirrers With Logo Medium,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Skull Cap,Non Food,Disposable,0,,PKT,2024-07-31,8.0
Silver Container 750 Ml,Non Food,Disposable,0,,PKT,2024-07-31,1.0
Silver Container 450 Ml,Non Food,Disposable,0,,PKT,2024-07-31,4.0
Plastic Cont With Lid 900 Ml Rnd,Non Food,Disposable,0,,PKT,2024-07-31,2.0
Plastic Cont With Lid 750 Ml Rect,Non Food,Disposable,0,,PKT,2024-07-31,7.0
Plastic Cont With Lid 700 Ml Rnd,Non Food,Disposable,0,,PKT,2024-07-31,7.0
Plastic Cont With Lid 50 Ml,Non Food,Disposable,0,,PKT,2024-07-31,4.0
Plastic Cont With Lid 450 Ml Rnd,Non Food,Disposable,0,,PKT,2024-07-31,6.0
Plastic Cont With Lid 30 Ml,Non Food,Disposable,0,,PKT,2024-07-31,4.0
Plastic Cont With Lid 250 Ml Rnd,Non Food,Disposable,0,,PKT,2024-07-31,14.0
Plastic Cont With Lid 1000 Ml Rect,Non Food,Disposable,0,,PKT,2024-07-31,2.0
Paper Straw,Non Food,Disposable,0,,PKT,2024-07-31,29.0
M Fold Tissue,Non Food,Disposable,0,,PKT,2024-07-31,80.0
Hand Gloves Rubber,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Hand Gloves Plastic,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Dolly Paper Small,Non Food,Disposable,0,,PKT,2024-07-31,0.0
Dolly Paper Big,Non Food,Disposable,0,,PKT,2024-07-31,8.0
Fuel Tin,Non Food,,0,,TIN,2024-07-31,0.0
Standup Pouches,non food,,,,Piece,2024-07-31,0.0
Johnson's Baby Oil,non food,,,,ML,2024-07-31,0.0
White Cloth,non food,,,,MTR,2024-07-31,15.0
Squeeze Bottle,non food,,,,BTL,2024-07-31,6.0
Squeeze Bottle Big,non food,,,,BTL,2024-07-31,0.0
Air Freshener Btl,non food,H.k Materials,,,BTL,2024-07-31,0.0
Air Freshener Btl 250,non food,H.k Materials,,,BTL,2024-07-31,0.0
Air Freshener Can,non food,H.k Materials,0,,CAN,2024-07-31,1.0
Flat Bottom Pouch,non food,,,,NOS,2024-07-31,500.0
Coffee Debara Set,non food,,,,NOS,2024-07-31,0.0
Black Coffee Cup 450 Ml,non food,Disposable,0,,PCS,2024-07-31,325.0
Shower Cap,non food,,,,PCS,2024-07-31,0.0
Bathroom Slippers,non food,,,,PCS,2024-07-31,0.0
Piping Bag,non food,,,,PCS,2024-07-31,0.0
250 Gm Coffee Pouch,non food,,,,PCS,2024-07-31,500.0
Ad Register Front Office,non food,,,,PCS,2024-07-31,5.0
Dimsum Basket,non food,,,,PCS,2024-07-31,0.0
Stone Knife,non food,,,,PCS,2024-07-31,0.0
Spring File,non food,,,,PCS,2024-07-31,4.0
Black Cup 250m,non food,Disposable,,,PCS,2024-07-31,0.0
Nankhatai Jar Lid,non food,Disposable,,,PCS,2024-07-31,0.0
Hook,non food,H.k Materials,,,PCS,2024-07-31,0.0
Spatula,non food,,,,PCS,2024-07-31,0.0
Tea Powder,Beverages,Tea,0,,Kg,2024-07-31,22.0
Tonic Water Britvit,Beverages,,0,,BTL,2024-07-31,1.0
Thums Up,Beverages,,0,,BTL,2024-07-31,0.0
Sprite,Beverages,,0,,BTL,2024-07-31,0.0
Perrier Carbonated Water,Beverages,,0,,BTL,2024-07-31,0.0
Pepsi,Beverages,,0,,BTL,2024-07-31,0.0
Dukes Soda,Beverages,,0,,BTL,2024-07-31,0.0
Bisleri 250 Ml,Beverages,,0,,BTL,2024-07-31,0.0
Aquafina Water 500 Ml,Beverages,,0,,BTL,2024-07-31,0.0
Aquafina Water,Beverages,,0,,BTL,2024-07-31,0.0
7 Up 750 Ml,Beverages,,0,,BTL,2024-07-31,0.0
7 Up,Beverages,,0,,BTL,2024-07-31,0.0
Yuzu Mix,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Watermelon Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Vanilla Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Tiramisu Syrup,Beverages,Syrup,0,,BTL,2024-07-31,4.0
Strawberry Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Rose Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Raspberry Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Pomegranate Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Peach Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Passion Fruit Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Mojito Mint Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Melon Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Kokam Syrup,Beverages,Syrup,0,,BTL,2024-07-31,2.0
Irish Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Hazelnut Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Grenadine Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Green Mint Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Green Apple Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Elder Flower Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Coconut Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Cinnamon Syrup,Beverages,Syrup,0,,BTL,2024-07-31,2.0
Chocolate Syrup,Beverages,Syrup,0,,BTL,2024-07-31,2.0
Cherry Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Caramel Syrup,Beverages,Syrup,0,,BTL,2024-07-31,1.0
Blue Curacao Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Almond Syrup,Beverages,Syrup,0,,BTL,2024-07-31,0.0
Peach Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,0.0
Strawberry Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,2.0
Orange Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,4.0
Mango Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,3.0
Litchi Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,2.0
Kiwi Crush,Beverages,Crush & Puree,0,,BTL,2024-07-31,2.0
Tonic Water,Beverages,,0,,CAN,2024-07-31,12.0
Red Bull,Beverages,,0,,CAN,2024-07-31,0.0
Ginger Ale Britvic,Beverages,,0,,CAN,2024-07-31,0.0
Ginger Ale,Beverages,,0,,CAN,2024-07-31,0.0
Diet Coke,Beverages,,0,,CAN,2024-07-31,0.0
7 Up Can,Beverages,,0,,CAN,2024-07-31,0.0
Pomegranate Juice,Beverages,,0,,LTR,2024-07-31,0.0
Orange Juice,Beverages,,0,,LTR,2024-07-31,0.0
Mango Juice,Beverages,,0,,LTR,2024-07-31,0.0
Litchi Juice,Beverages,,0,,LTR,2024-07-31,0.0
Guava Juice,Beverages,,0,,LTR,2024-07-31,0.0
Cranberry Juice,Beverages,,0,,LTR,2024-07-31,0.0
Apple Juice,Beverages,,0,,LTR,2024-07-31,0.0
Tomato Juice,Beverages,,0,,PKT,2024-07-31,0.0
Pineapple Juice,Beverages,,0,,PKT,2024-07-31,0.0
Tea Masala,Beverages,Tea,0,,PKT,2024-07-31,5.0
Tea Light Candle,Beverages,Tea,0,,PKT,2024-07-31,3.0
Tea Darjeeling,Beverages,Tea,0,,PKT,2024-07-31,1.0
Tea Bag Sachet,Beverages,Tea,0,,PKT,2024-07-31,1.0
Japanese Matcha Tea,Beverages,Tea,0,,PKT,2024-07-31,1.0
Green Tea,Beverages,Tea,0,,PKT,2024-07-31,2.0
Assam Tea,Beverages,Tea,0,,PKT,2024-07-31,1.0
Yellow Zucchini,Vegetable,,0,,Kg,2024-07-31,0.0
White Pumpkin,Vegetable,,0,,Kg,2024-07-31,0.0
Wafer Potatos,Vegetable,,0,,Kg,2024-07-31,0.0
Tomatos,Vegetable,,0,,Kg,2024-07-31,0.0
Sweet Potato,Vegetable,,0,,Kg,2024-07-31,0.0
Staff Veg,Vegetable,,0,,Kg,2024-07-31,0.0
Spring Onion,Vegetable,,0,,Kg,2024-07-31,0.0
Spinach,Vegetable,,0,,Kg,2024-07-31,0.0
Snow Peas,Vegetable,,0,,Kg,2024-07-31,0.0
Small Onion,Vegetable,,0,,Kg,2024-07-31,0.0
Small Brinjel,Vegetable,,0,,Kg,2024-07-31,0.0
Rosemary Fresh,Vegetable,,0,,Kg,2024-07-31,0.0
Red Romaine Lettuce,Vegetable,,0,,Kg,2024-07-31,0.0
Red Pumpkin,Vegetable,,0,,Kg,2024-07-31,0.0
Red Cabbage,Vegetable,,0,,Kg,2024-07-31,0.0
Raddish,Vegetable,,0,,Kg,2024-07-31,0.0
Potato Bells Imp,Vegetable,,0,,Kg,2024-07-31,0.0
Potato,Vegetable,,0,,Kg,2024-07-31,0.0
Pok Choy,Vegetable,,0,,Kg,2024-07-31,0.0
Peel Garlic,Vegetable,,0,,Kg,2024-07-31,34.0
Parsley Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Onion,Vegetable,,0,,Kg,2024-07-31,0.0
Mint Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Microgreen,Vegetable,,0,,Kg,2024-07-31,0.0
Methi Fresh,Vegetable,,0,,Kg,2024-07-31,0.0
Loloroso Lettuce,Vegetable,,0,,Kg,2024-07-31,0.0
Lemon Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Lemon Grass (lq),Vegetable,,0,,Kg,2024-07-31,0.0
Lemon Grass,Vegetable,,0,,Kg,2024-07-31,0.0
Lemon,Vegetable,,0,,Kg,2024-07-31,0.0
Leeks,Vegetable,,0,,Kg,2024-07-31,0.0
Lady Finger,Vegetable,,0,,Kg,2024-07-31,0.0
Keel Patta,Vegetable,,0,,Kg,2024-07-31,0.0
Karela,Vegetable,,0,,Kg,2024-07-31,0.0
Kafir Lemon Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Japanese Cucumber,Vegetable,,0,,Kg,2024-07-31,0.0
Jalapenos Imp,Vegetable,,0,,Kg,2024-07-31,0.0
Indian Chives,Vegetable,,0,,Kg,2024-07-31,0.0
Iceberg Lettuce,Vegetable,,0,,Kg,2024-07-31,0.0
Guava,Vegetable,,0,,Kg,2024-07-31,0.0
Green Zucchini,Vegetable,,0,,Kg,2024-07-31,0.0
Green Lemon,Vegetable,,0,,Kg,2024-07-31,0.0
Green Garlic,Vegetable,,0,,Kg,2024-07-31,0.0
Green Chilly,Vegetable,,0,,Kg,2024-07-31,0.0
Ginger,Vegetable,,0,,Kg,2024-07-31,0.0
Garlic Whole,Vegetable,,0,,Kg,2024-07-31,0.0
Galangal Thai,Vegetable,,0,,Kg,2024-07-31,0.0
Fresh Red Chilly,Vegetable,,0,,Kg,2024-07-31,0.0
Fresh Mushroom,Vegetable,,0,,Kg,2024-07-31,0.0
Fresh Beans,Vegetable,,0,,Kg,2024-07-31,0.0
Fresh Basil,Vegetable,,0,,Kg,2024-07-31,0.0
French Lettuce Red,Vegetable,,0,,Kg,2024-07-31,0.0
French Lettuce Green,Vegetable,,0,,Kg,2024-07-31,0.0
Edamame Pitted Imp,Vegetable,,0,,Kg,2024-07-31,0.0
Edammame With Pot,Vegetable,,0,,Kg,2024-07-31,0.0
Drum Stick,Vegetable,,0,,Kg,2024-07-31,0.0
Cucumber,Vegetable,,0,,Kg,2024-07-31,0.0
Coriander Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Chinese Cabbage,Vegetable,,0,,Kg,2024-07-31,0.0
Cherry Tomato,Vegetable,,0,,Kg,2024-07-31,0.0
Celery Leaves,Vegetable,,0,,Kg,2024-07-31,0.0
Cauliflower,Vegetable,,0,,Kg,2024-07-31,0.0
Carrots,Vegetable,,0,,Kg,2024-07-31,0.0
Capsicum,Vegetable,,0,,Kg,2024-07-31,0.0
Cabbage,Vegetable,,0,,Kg,2024-07-31,0.0
Broccoli,Vegetable,,0,,Kg,2024-07-31,0.0
Brinjal Big,Vegetable,,0,,Kg,2024-07-31,0.0
Bhavnagri Chilly,Vegetable,,0,,Kg,2024-07-31,0.0
Bell Pepper Red,Vegetable,,0,,Kg,2024-07-31,0.0
Bell Papper Yellow,Vegetable,,0,,Kg,2024-07-31,0.0
Beetroots,Vegetable,,0,,Kg,2024-07-31,0.0
Bean Sprouts,Vegetable,,0,,Kg,2024-07-31,0.0
Banana Raw,Vegetable,,0,,Kg,2024-07-31,0.0
Baby Potato,Vegetable,,0,,Kg,2024-07-31,0.0
Baby Corn,Vegetable,,0,,Kg,2024-07-31,0.0
Baby Coriander,Vegetable,,0,,Kg,2024-07-31,0.0
Asparagus Imp,Vegetable,,0,,Kg,2024-07-31,0.0
Asparagus,Vegetable,,0,,Kg,2024-07-31,0.0
Aragula,Vegetable,,0,,Kg,2024-07-31,0.0
American Corn,Vegetable,,0,,Kg,2024-07-31,0.0
Avocado Ind,Vegetable,,0,,Kg,2024-07-31,0.0
Avocado Imp,Vegetable,,0,,Kg,2024-07-31,0.0
Coconut Big,Vegetable,,0,,PCS,2024-07-31,0.0
Banana Leaf,Vegetable,,0,,PCS,2024-07-31,0.0
Edible Flower,Vegetable,,0,,PKT,2024-07-31,0.0
Chill Guava Premium Juice Bottles,beverages,,20089994,,NOS,2024-07-31,0.0
Mango Premium Juice Bottles,beverages,,20089911,,NOS,2024-07-31,0.0
Apple Premium Juice Bottles,beverages,,20097900,,NOS,2024-07-31,0.0
Pineapple Premium Juice Bottles,beverages,,20094900,,NOS,2024-07-31,0.0
Orange Premium Juice Bottles,beverages,,20099000,,NOS,2024-07-31,0.0
Cash Voucher Book,Stationery,,,,NOS,2024-07-31,15.0
Edc Roll,Stationery,,,,PCS,2024-07-31,180.0
Wireless Mouse,Stationery,,,,PCS,2024-07-31,1.0
Ink Pad,Stationery,,,,PCS,2024-07-31,1.0
Kodai Shroom,Coffee Beans,,,,Kg,2024-07-31,0.0
Baba Budan Peak,Coffee Beans,,,,Kg,2024-07-31,0.0
Mazes Of Coorg,Coffee Beans,,,,Kg,2024-07-31,3.0
Wild Chikmagalur,Coffee Beans,,,,Kg,2024-07-31,0.0
Waves Of Malnad,Coffee Beans,,,,Kg,2024-07-31,2.0
Ech House Blend,Coffee Beans,,,,Kg,2024-07-31,2.0
Tamma Kaapi,Coffee Beans,,,,PKT,2024-07-31,17.0
Yellow Banana,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Water Melon,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Sweet Lemon,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Red Apple,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Pomelo Red Fruit,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Pomegranate (anar),Fresh Fruits,,0,,Kg,2024-07-31,0.0
Pineapple Fruit,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Pears Fruit,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Passion Fruit,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Papaya Raw,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Papaya,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Orange Imp,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Orange,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Muskmelon,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Kiwi Fruit,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Fresh Mango,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Elaichi Bananas,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Blood Orange,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Apple Imp,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Apple,Fresh Fruits,,0,,Kg,2024-07-31,0.0
Tiger Prawns,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Surmay Fish,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Squid,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Small Crab Whole,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Rawas Fish,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Prawns Frozen 70/80,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Pomfret,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Medium Prawns,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Lobster Fish,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Crab Whole Big,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Crab Meat,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Clams,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Bombil,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Basa Fish,Meat Material,Sea Food,0,,Kg,2024-07-31,0.0
Mutton Leg Small,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Mutton Big Raan,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Gawti Chicken,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Tandoori,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Supreme,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Leg Bonless,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Drumstick,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Carcass (haddi),Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Broiler,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Chicken Breast Bonless,Meat Material,Meat,0,,Kg,2024-07-31,0.0
Bangda Fish,Meat Material,,,,Kg,2024-07-31,0.0
White Butter,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Tofu,Dairy Products,Dairy,0,,Kg,2024-07-31,2.0
Silken Tofu,Dairy Products,Dairy,0,,Kg,2024-07-31,0.6
Sada Mawa,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Mawa,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Malai Paneer,Dairy Products,Dairy,0,,Kg,2024-07-31,7.8
Hariyali Mawa,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Ghee Nandani,Dairy Products,Dairy,0,,Kg,2024-07-31,3.0
Ghee,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Curd Mother Dairy,Dairy Products,Dairy,0,,Kg,2024-07-31,40.0
Curd,Dairy Products,Dairy,0,,Kg,2024-07-31,0.0
Parmesan Cheese,Dairy Products,Cheese,0,,Kg,2024-07-31,0.0
Feta Cheese,Dairy Products,Cheese,0,,Kg,2024-07-31,0.0
Cream Cheese,Dairy Products,Cheese,0,,Kg,2024-07-31,0.0
Cheese Mozzarella,Dairy Products,Cheese,0,,Kg,2024-07-31,6.0
Cheese Mascarpone,Dairy Products,Cheese,0,,Kg,2024-07-31,0.0
Cheese Amul,Dairy Products,Cheese,0,,Kg,2024-07-31,12.5
Pan Pasand Ice Cream,Dairy Products,,,,Kg,2024-07-31,0.0
Kesar Pista Ice Cream,Dairy Products,,,,Kg,2024-07-31,0.0
Shrikhand 400 G,Dairy Products,Dairy,0,,JAR,2024-07-31,0.0
Oat Milk,Dairy Products,Dairy,0,,LTR,2024-07-31,0.0
Fresh Milk (tabela),Dairy Products,Dairy,0,,LTR,2024-07-31,0.0
Amul Milk,Dairy Products,Dairy,0,,LTR,2024-07-31,24.0
Havmor Butterscotch Ice Cream,Dairy Products,,,,LTR,2024-07-31,0.0
Havmor Vanilla Ice Cream,Dairy Products,,,,LTR,2024-07-31,0.0
Havmor Chocolate Ice Cream,Dairy Products,,,,LTR,2024-07-31,0.0
Havmor Strawberry Ice Cream,Dairy Products,,,,LTR,2024-07-31,0.0
Sour Cream,Dairy Products,Dairy,0,,PKT,2024-07-31,0.0
Rich Whip Topping Cream,Dairy Products,Dairy,0,,PKT,2024-07-31,1.0
Rich Cooking Cream,Dairy Products,Dairy,0,,PKT,2024-07-31,7.0
Milk 3 Fat,Dairy Products,Dairy,0,,PKT,2024-07-31,11.0
Fresh Cream,Dairy Products,Dairy,0,,PKT,2024-07-31,0.0
Butter Amul Blister 10gm,Dairy Products,Dairy,0,,PKT,2024-07-31,2.0
Butter Amul,Dairy Products,Dairy,0,,PKT,2024-07-31,38.0
Amul Cream,Dairy Products,Dairy,0,,PKT,2024-07-31,13.0
Almond Milk,Dairy Products,Dairy,0,,PKT,2024-07-31,15.0
Cheese Philadelphia,Dairy Products,Cheese,0,,PKT,2024-07-31,0.0
Cheese Amul Slice,Dairy Products,Cheese,0,,PKT,2024-07-31,3.0
Millet Milk,Dairy Products,,,,PKT,2024-07-31,60.0
Potato Wedges,Food Ingredients,Frozan,0,,N3,2024-07-31,1.0
Pillsbury Vanilla Flavour Mix,Food Ingredients,,0,,Kg,2024-07-31,0.0
Nutella Sauce,Food Ingredients,Sauce,0,,Kg,2024-07-31,1.5
Extra Hot & Spicy,Food Ingredients,Sauce,0,,Kg,2024-07-31,1.0
Aalu Bukhara (plum),Food Ingredients,,0,,Kg,2024-07-31,1.5
Yeast,Food Ingredients,,0,,Kg,2024-07-31,0.0
Wasabi Powder,Food Ingredients,,0,,Kg,2024-07-31,1.0
Sweet Soda,Food Ingredients,,0,,Kg,2024-07-31,1.85
Sev,Food Ingredients,,0,,Kg,2024-07-31,0.0
Potato Flakes,Food Ingredients,,0,,Kg,2024-07-31,0.0
Pillsbury Chocolate Flavour Mix,Food Ingredients,,0,,Kg,2024-07-31,0.0
Oregano Dry,Food Ingredients,,0,,Kg,2024-07-31,1.0
Nylon Sev,Food Ingredients,,0,,Kg,2024-07-31,0.0
Lemon Ice Tea,Food Ingredients,,0,,Kg,2024-07-31,0.0
Lapsi,Food Ingredients,,0,,Kg,2024-07-31,2.0
Kokum,Food Ingredients,,0,,Kg,2024-07-31,2.0
Khas Khas,Food Ingredients,,0,,Kg,2024-07-31,0.5
Gulab Phool,Food Ingredients,,0,,Kg,2024-07-31,0.2
Dark Cherry Filling,Food Ingredients,Toppings,0,,Kg,2024-07-31,0.0
Steam Noodles,Food Ingredients,Noodles,0,,Kg,2024-07-31,6.0
Malaysian Noodles Flat,Food Ingredients,Noodles,0,,Kg,2024-07-31,0.0
Chopsuey Noodles,Food Ingredients,Noodles,0,,Kg,2024-07-31,9.0
Ice,Food Ingredients,Frozan,0,,Kg,2024-07-31,0.0
Tahina Paste,Food Ingredients,Can Food,0,,Kg,2024-07-31,1.0
Strawberry Steek,Food Ingredients,Can Food,0,,Kg,2024-07-31,1.0
Strawberry Filling,Food Ingredients,Can Food,0,,Kg,2024-07-31,0.0
Xo Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,0.0
